aX,aY,aZ,gX,gY,gZ
0.370,0.205,0.901,16.296,-7.019,9.583
0.375,0.292,0.926,18.066,-8.301,6.775
0.384,0.290,0.954,12.817,-4.639,5.493
0.370,0.240,0.963,1.404,0.366,8.667
0.323,0.180,0.936,-3.662,9.766,10.376
0.290,0.136,0.884,-0.305,8.545,9.766
0.269,0.195,0.853,11.841,7.141,7.202
0.240,0.291,0.831,19.104,3.784,5.066
0.252,0.333,0.811,15.503,0.244,2.380
0.253,0.310,0.800,5.859,-1.587,0.977
0.267,0.240,0.819,-4.517,-4.150,1.709
0.300,0.195,0.838,-8.179,-1.282,2.930
0.311,0.200,0.883,-6.165,-0.427,2.991
0.324,0.242,0.910,1.587,1.831,1.770
0.309,0.260,0.910,5.310,1.770,-0.122
0.298,0.248,0.867,6.714,4.578,-0.244
0.289,0.203,0.841,3.723,4.578,-0.732
0.286,0.146,0.836,0.305,3.967,0.122
0.293,0.110,0.850,-2.686,2.991,1.953
0.320,0.107,0.868,-0.793,1.587,3.052
0.348,0.150,0.908,5.615,-0.793,3.235
0.381,0.182,0.939,12.390,-1.953,1.099
0.399,0.175,0.958,16.235,-0.183,-1.282
0.379,0.157,0.941,14.893,2.991,-0.916
0.368,0.126,0.909,11.169,6.165,0.366
0.368,0.105,0.904,7.324,6.226,1.343
0.389,0.083,0.925,2.441,5.188,3.235
0.402,0.082,0.940,-2.075,4.272,4.761
0.409,0.088,0.953,-2.075,3.357,4.700
0.407,0.122,0.949,0.671,3.479,4.089
0.387,0.139,0.933,1.770,4.395,3.479
0.344,0.122,0.914,0.610,6.958,3.540
0.347,0.073,0.920,-2.197,6.165,3.418
0.349,0.042,0.944,-1.770,7.019,4.333
0.362,0.054,0.959,2.136,7.446,5.249
0.365,0.086,0.944,8.728,7.568,4.944
0.329,0.124,0.893,13.733,9.033,3.723
0.323,0.159,0.836,15.442,7.751,4.089
0.311,0.177,0.814,12.085,6.470,4.089
0.311,0.164,0.825,7.996,4.883,5.432
0.331,0.158,0.836,4.150,8.057,6.042
0.342,0.166,0.845,3.052,5.188,6.165
0.345,0.188,0.863,8.057,4.395,5.554
0.344,0.222,0.859,9.705,6.836,4.395
0.342,0.240,0.847,8.423,6.592,3.967
0.327,0.233,0.832,7.874,6.226,3.418
0.322,0.209,0.811,5.676,7.874,2.869
0.316,0.183,0.797,2.502,6.287,4.150
0.333,0.177,0.821,0.977,4.150,4.333
0.354,0.184,0.864,2.991,1.526,3.174
0.374,0.196,0.889,6.409,-1.587,2.075
0.375,0.207,0.893,9.583,-0.610,0.183
0.361,0.210,0.880,11.230,1.709,-0.549
0.355,0.188,0.872,10.010,3.235,-0.549
0.351,0.160,0.874,7.629,4.883,-0.122
0.345,0.136,0.888,4.700,4.883,1.221
0.365,0.131,0.901,2.808,3.845,2.136
0.383,0.139,0.912,4.578,-0.061,2.075
0.387,0.160,0.923,9.399,-0.244,1.160
0.391,0.186,0.932,13.794,0.427,0.366
0.391,0.199,0.927,14.282,2.380,0.000

1.810,0.120,-0.931,-50.049,-180.176,-53.833
1.872,0.078,-1.009,-49.866,-203.735,-64.880
1.922,-0.037,-0.977,-64.697,-230.530,-72.266
1.885,-0.127,-0.918,-93.872,-247.498,-68.604
1.797,-0.255,-0.794,-116.455,-258.850,-59.021
1.658,-0.336,-0.707,-123.047,-264.160,-47.058
1.449,-0.361,-0.605,-109.619,-263.123,-34.912
1.037,-0.304,-0.520,-84.778,-260.986,-22.278
0.648,-0.188,-0.527,-59.082,-258.179,-10.010
0.076,0.003,-0.586,-36.743,-261.902,-2.380
-0.446,0.108,-0.477,-23.071,-274.048,4.456
-1.038,0.074,-0.244,-25.940,-281.860,17.456
-1.617,0.019,0.211,-36.926,-273.865,40.894
-2.117,0.360,0.504,-56.641,-247.498,58.838
-2.732,0.755,0.834,-77.820,-216.003,53.162
-3.550,1.367,1.285,-120.239,-200.134,37.537
-3.872,1.723,2.186,-229.309,-222.229,16.235
-2.994,1.762,3.239,-398.193,-258.362,0.732
-1.892,1.620,4.000,-542.786,-276.917,6.531
-0.839,1.094,4.000,-564.270,-233.337,-7.080
0.757,0.479,4.000,-439.697,-109.375,-63.538
0.559,-0.933,3.998,-181.152,-8.850,-119.141
-0.519,-1.474,2.668,111.084,48.279,-130.859
-1.040,-1.259,1.104,351.807,97.473,-106.873
-1.015,-0.235,0.477,488.159,77.881,-71.533
-0.347,0.494,0.354,543.640,25.269,-62.622
0.084,0.760,0.293,477.966,-17.395,-78.918
0.035,0.713,0.189,268.433,-9.521,-51.453
0.068,0.694,0.193,-8.606,31.921,21.790
0.155,0.594,0.359,-216.187,55.725,78.552
0.195,0.434,0.604,-290.771,55.237,92.346
0.189,0.373,0.845,-260.376,38.635,79.529
0.272,0.281,0.991,-159.424,16.052,49.744
0.346,0.304,1.040,-31.494,-5.432,10.620
0.307,0.392,0.988,72.998,-17.456,-23.437
0.255,0.408,0.853,115.479,-18.738,-38.940
0.170,0.391,0.788,93.079,-7.446,-31.311
0.155,0.369,0.798,27.039,10.864,-7.141
0.198,0.348,0.822,-39.001,23.071,15.320
0.215,0.257,0.818,-67.627,24.536,20.630
0.208,0.277,0.808,-58.960,19.470,15.686
0.264,0.302,0.817,-33.997,11.841,7.019
0.346,0.295,0.748,-12.573,5.249,-0.427
0.372,0.311,0.771,4.395,1.770,-4.822
0.399,0.273,0.864,12.329,-0.916,-8.606
0.447,0.141,0.942,6.470,-1.648,-9.949
0.462,0.058,0.904,-7.690,5.676,-3.906
0.423,0.071,0.873,-16.479,12.573,3.235
0.413,0.114,0.864,-16.602,12.024,5.493
0.412,0.139,0.869,-11.902,6.714,3.174
0.445,0.115,0.900,-7.507,2.441,1.221
0.426,0.127,0.866,-2.991,3.906,2.197
0.377,0.126,0.858,4.517,4.944,1.587
0.384,0.121,0.853,9.644,1.465,-0.671
0.401,0.120,0.838,7.812,-0.427,-0.183
0.387,0.164,0.831,5.371,0.793,1.587
0.387,0.202,0.838,5.493,1.282,1.343
0.361,0.211,0.840,3.906,1.587,0.488
0.331,0.193,0.847,1.282,3.052,1.526
0.314,0.181,0.868,-1.099,3.784,2.869
0.319,0.168,0.858,-2.502,3.418,2.869
0.294,0.159,0.853,-2.991,4.089,3.418
0.298,0.170,0.848,-0.977,3.845,3.479
0.294,0.182,0.885,2.991,1.709,1.953
0.311,0.193,0.902,5.310,0.977,0.488
0.289,0.180,0.909,3.906,2.014,0.549
0.281,0.152,0.875,1.404,3.235,1.160
0.247,0.129,0.858,1.221,3.601,1.953
0.258,0.132,0.842,3.174,1.221,1.892
0.260,0.159,0.868,6.531,-2.014,1.099
0.307,0.166,0.919,8.301,-3.845,0.732
0.335,0.188,0.960,7.874,-4.456,1.526
0.353,0.199,0.980,7.751,-3.601,0.854
0.346,0.195,0.973,6.287,-1.709,-0.122
0.335,0.176,0.945,2.869,1.709,0.061
0.330,0.157,0.908,-0.305,4.578,1.160
0.316,0.143,0.905,0.183,5.188,1.587
0.314,0.128,0.924,2.502,2.747,0.854
0.342,0.125,0.950,4.333,-0.916,0.488
0.369,0.119,0.976,5.432,-3.418,0.122
0.388,0.118,0.976,4.700,-3.113,1.099
0.391,0.120,0.963,3.723,-0.793,2.869
0.385,0.123,0.943,3.662,1.526,3.784
0.389,0.117,0.946,4.089,3.052,4.272
0.393,0.128,0.963,4.700,3.662,4.822
0.392,0.124,0.987,4.639,4.700,5.310
0.395,0.126,0.988,4.517,4.944,5.554
0.389,0.136,0.970,6.104,5.127,4.822
0.378,0.143,0.949,8.362,5.554,3.845
0.375,0.156,0.910,8.240,6.531,3.479
0.365,0.180,0.877,6.775,7.751,3.601
0.349,0.206,0.846,5.676,8.423,3.723
0.334,0.214,0.828,3.723,8.362,3.357
0.320,0.194,0.836,0.366,6.348,3.296
0.335,0.168,0.858,-3.601,4.883,3.662
0.352,0.145,0.868,-5.554,4.700,4.822
0.337,0.141,0.873,-2.991,5.554,4.578
0.322,0.167,0.838,1.648,5.981,3.540
0.321,0.201,0.829,5.859,5.493,2.380
0.316,0.239,0.817,6.287,5.188,1.709
0.315,0.244,0.818,2.563,5.676,2.136
0.323,0.213,0.824,-2.991,4.883,1.953
0.328,0.175,0.841,-5.920,3.906,2.014
0.335,0.137,0.863,-4.944,1.709,1.282
0.345,0.126,0.871,-0.610,0.061,0.183
0.350,0.142,0.882,4.822,-0.671,-0.305
0.355,0.166,0.882,8.728,-0.610,-0.732
0.357,0.188,0.870,9.033,0.366,-0.244
0.357,0.194,0.870,6.531,1.587,0.610
0.356,0.183,0.881,3.052,2.197,1.465
0.373,0.160,0.892,-0.244,1.709,1.648
0.383,0.145,0.904,-1.221,0.977,1.587
0.383,0.147,0.918,0.366,0.977,1.282
0.380,0.164,0.908,3.113,0.305,0.305
0.376,0.173,0.907,5.493,0.549,-0.427
0.372,0.171,0.900,5.432,1.465,-0.793
0.365,0.162,0.903,3.906,2.563,0.000
0.368,0.147,0.906,2.686,3.357,0.061
0.366,0.134,0.907,2.441,4.211,0.427

1.652,-0.074,-0.834,-79.590,-181.946,-20.203
1.722,-0.119,-0.696,-76.843,-191.772,-18.799
1.701,-0.056,-0.602,-74.463,-194.214,-15.747
1.546,0.066,-0.615,-70.496,-198.975,-18.860
1.280,0.135,-0.652,-70.374,-217.468,-29.175
1.028,0.146,-0.616,-81.116,-249.451,-38.818
0.905,-0.072,-0.306,-99.182,-283.142,-42.236
0.869,-0.540,0.111,-109.802,-292.664,-23.804
0.814,-0.815,0.405,-87.402,-265.564,16.357
0.625,-0.772,0.643,-12.695,-226.257,43.396
0.412,-0.217,0.539,78.857,-195.557,38.513
-0.239,0.459,-0.032,136.475,-177.063,12.878
-1.050,1.022,-0.323,128.418,-171.509,-0.488
-1.761,1.396,-0.151,48.096,-176.697,3.784
-2.323,1.612,0.423,-59.021,-180.176,19.165
-2.843,1.799,1.270,-153.748,-186.951,28.259
-3.244,1.656,2.249,-228.027,-203.491,17.212
-3.133,1.376,3.445,-292.053,-230.530,2.991
-2.324,0.766,4.000,-353.088,-242.371,-15.137
-0.864,0.083,4.000,-362.671,-203.918,-52.246
-0.133,-0.896,4.000,-272.949,-150.391,-88.806
-0.229,-1.746,3.608,-126.221,-112.244,-104.736
-0.241,-1.930,2.737,15.808,-64.880,-93.384
-0.320,-1.491,1.834,139.832,-22.583,-63.354
-0.367,-0.595,1.083,240.234,6.042,-34.790
-0.221,0.529,0.572,289.917,19.714,-22.949
-0.010,1.065,0.297,257.263,22.217,-15.686
0.107,1.185,0.267,138.794,15.869,-5.066
0.131,0.903,0.289,-17.700,16.357,16.479
0.205,0.552,0.546,-136.414,23.010,37.598
0.378,0.301,0.909,-167.725,21.179,43.701
0.421,0.103,1.197,-127.747,12.939,29.175
0.390,0.062,1.144,-49.622,11.108,10.254
0.263,0.123,1.005,25.879,15.442,-5.127
0.101,0.193,0.820,68.298,17.212,-12.878
0.079,0.342,0.742,72.083,12.024,-9.399
0.205,0.458,0.714,45.593,7.263,-3.357
0.317,0.520,0.757,3.357,4.822,4.456
0.402,0.470,0.850,-32.166,5.493,9.827
0.433,0.399,0.908,-51.086,6.836,10.254
0.426,0.261,0.907,-52.368,9.094,6.104
0.352,0.148,0.895,-39.001,9.521,1.709
0.312,0.096,0.917,-16.541,5.920,-1.404
0.369,0.061,0.970,7.751,-3.784,-7.202
0.440,0.078,1.016,24.231,-10.681,-11.963
0.493,0.119,0.988,26.978,-6.409,-10.742
0.457,0.165,0.897,19.043,3.601,-4.944
0.404,0.186,0.856,7.019,14.709,1.587
0.337,0.216,0.819,-5.249,20.386,6.714
0.298,0.182,0.823,-14.038,17.639,7.690
0.336,0.117,0.867,-17.151,10.681,6.958
0.388,0.095,0.914,-13.184,5.981,5.371
0.379,0.115,0.947,-2.441,4.517,2.991
0.402,0.151,0.957,8.911,3.174,-0.427
0.386,0.194,0.938,14.404,4.395,-2.502
0.348,0.205,0.912,11.658,9.033,-1.892
0.330,0.193,0.874,4.456,12.878,-0.122
0.326,0.163,0.845,-1.526,15.991,1.648
0.300,0.150,0.841,-3.601,17.944,3.174
0.292,0.160,0.873,0.244,15.808,3.113
0.310,0.187,0.890,6.104,9.338,-0.244
0.302,0.177,0.896,10.132,4.028,-3.540
0.297,0.148,0.862,7.629,2.625,-4.578
0.271,0.122,0.819,0.854,3.906,-2.747
0.258,0.090,0.800,-3.967,3.540,-1.404
0.284,0.073,0.825,-4.700,1.404,-0.244
0.334,0.077,0.868,-2.014,-0.183,1.221
0.349,0.107,0.900,3.845,0.488,1.587
0.353,0.144,0.899,10.559,1.587,0.732
0.339,0.165,0.874,15.137,3.296,-0.671
0.302,0.154,0.842,14.709,4.456,-1.465
0.297,0.130,0.805,10.864,2.136,-1.404
0.328,0.102,0.821,8.057,-1.160,-1.160
0.363,0.091,0.880,6.226,-3.296,0.122
0.409,0.103,0.936,4.944,-2.991,2.563
0.423,0.118,0.960,4.761,-1.343,3.113
0.424,0.125,0.952,6.409,1.343,1.770
0.414,0.117,0.921,8.789,3.845,-0.061
0.391,0.120,0.896,10.315,6.104,-1.038
0.383,0.116,0.878,8.240,7.324,-0.732
0.363,0.089,0.871,3.418,7.324,0.793
0.376,0.079,0.883,-0.305,5.127,2.441
0.394,0.084,0.909,-1.648,1.526,2.563
0.396,0.088,0.933,-1.038,-0.366,2.075
0.400,0.091,0.938,-1.709,-0.549,1.831
0.386,0.085,0.942,-2.625,1.099,2.686
0.375,0.084,0.943,-2.686,3.052,4.028
0.384,0.070,0.942,-0.488,4.150,4.456
0.384,0.068,0.935,3.235,5.371,4.272
0.374,0.092,0.928,7.629,6.714,4.761
0.373,0.130,0.917,11.475,7.629,4.395
0.355,0.162,0.881,12.878,7.996,3.601
0.316,0.161,0.846,11.047,7.996,2.319
0.304,0.145,0.830,6.470,5.493,1.343
0.313,0.115,0.837,0.916,2.930,1.709
0.335,0.105,0.856,-2.991,1.465,2.563
0.352,0.101,0.874,-1.953,0.671,1.892
0.371,0.120,0.876,2.380,0.610,0.549
0.364,0.148,0.876,6.409,1.282,-0.793
0.353,0.160,0.880,7.874,2.075,-1.404
0.358,0.158,0.865,5.737,2.930,-0.732
0.352,0.135,0.866,0.610,4.883,1.709
0.352,0.124,0.854,-3.052,5.920,3.784
0.359,0.124,0.864,-1.526,4.517,3.845
0.370,0.131,0.876,3.235,1.526,0.977
0.393,0.137,0.883,6.409,-0.793,-1.404
0.399,0.145,0.880,6.897,-0.549,-2.075
0.394,0.141,0.880,4.822,0.305,-1.526
0.390,0.126,0.873,1.160,1.770,-0.244
0.390,0.121,0.867,-1.892,2.747,1.465
0.389,0.126,0.879,-2.441,2.930,2.136
0.392,0.133,0.895,-0.488,2.319,1.099
0.388,0.137,0.906,1.587,1.282,-0.061
0.389,0.138,0.903,2.441,0.977,-1.099
0.373,0.124,0.895,1.770,1.099,-0.854
0.358,0.103,0.891,0.244,1.770,-0.305
0.358,0.082,0.888,-0.854,1.465,0.671
0.365,0.084,0.899,0.244,1.282,1.404
0.373,0.100,0.908,3.784,1.404,1.221

-2.007,1.461,0.089,4.639,-184.631,24.292
-2.841,1.721,0.680,-119.080,-199.036,28.076
-3.478,1.657,1.887,-269.165,-221.008,45.837
-3.310,1.280,3.499,-396.973,-251.099,56.274
-2.456,0.941,4.000,-489.136,-271.240,58.716
-1.164,0.631,4.000,-491.333,-231.628,39.551
0.308,-0.011,4.000,-400.452,-146.729,-8.301
0.746,-0.899,4.000,-252.991,-92.407,-66.162
0.451,-1.605,3.552,-59.753,-39.307,-108.704
-0.197,-1.406,2.031,145.081,-0.732,-121.521
-0.662,-0.419,0.728,297.363,19.592,-106.750
-0.368,0.804,0.072,366.699,38.025,-78.125
-0.021,1.509,-0.292,354.858,19.958,-67.566
0.132,1.355,-0.232,258.301,-16.174,-74.036
0.110,0.882,-0.020,75.500,-20.874,-48.279
0.168,0.507,0.260,-113.281,-1.160,10.132
0.263,0.240,0.626,-218.994,13.367,50.720
0.352,0.098,0.932,-230.774,17.273,58.228
0.350,0.015,1.019,-171.753,17.029,44.434
0.179,-0.055,0.838,-74.829,3.357,18.738
0.248,0.085,0.730,20.630,-8.118,-7.751
0.203,0.308,0.646,80.383,-15.869,-20.020
0.252,0.422,0.660,90.210,-20.203,-22.827
0.276,0.439,0.652,54.565,-15.137,-14.221
0.313,0.414,0.730,0.671,-5.554,1.831
0.319,0.370,0.764,-39.490,-0.244,12.634
0.343,0.338,0.758,-52.551,-0.977,14.709
0.382,0.318,0.713,-42.114,-5.066,7.751
0.338,0.302,0.778,-24.780,-9.277,0.122
0.377,0.268,0.881,-12.512,-14.526,-3.723
0.413,0.184,1.013,-2.380,-20.264,-8.850
0.468,0.075,1.108,6.592,-22.156,-13.611
0.502,0.015,1.122,13.611,-19.287,-15.259
0.489,0.001,1.061,14.954,-11.169,-13.245
0.454,-0.005,0.982,6.592,-2.686,-6.470
0.427,0.016,0.910,-5.859,4.456,4.028
0.407,0.069,0.911,-12.634,8.423,12.817
0.425,0.151,0.945,-10.864,7.263,15.991
0.443,0.183,0.965,-3.296,3.235,11.963
0.434,0.208,0.967,5.188,-0.549,5.920
0.416,0.203,0.961,10.864,-3.357,1.648
0.418,0.192,0.977,11.841,-5.249,-0.122
0.430,0.179,1.031,8.240,-4.272,1.282
0.437,0.202,1.025,1.160,-0.610,4.761
0.416,0.230,1.012,-1.831,4.211,5.249
0.373,0.245,0.975,-2.075,8.240,3.723
0.336,0.246,0.918,-2.075,10.498,2.869
0.307,0.240,0.877,0.000,10.254,1.526
0.285,0.235,0.861,3.418,7.812,-0.244
0.287,0.227,0.849,5.432,5.249,-1.587
0.287,0.211,0.839,4.517,4.211,-1.831
0.290,0.193,0.828,1.038,3.845,-1.038
0.297,0.169,0.827,-2.930,2.563,0.061
0.316,0.144,0.848,-5.859,2.014,2.075
0.345,0.156,0.869,-5.127,3.113,4.395
0.345,0.178,0.875,0.793,4.089,4.456
0.340,0.213,0.880,7.996,4.639,1.953
0.339,0.221,0.878,11.780,5.310,-0.366
0.337,0.209,0.849,10.681,6.653,-1.038
0.330,0.175,0.820,7.324,7.507,-1.282
0.327,0.147,0.814,3.906,6.409,-0.916
0.345,0.121,0.837,-0.427,4.639,0.732
0.383,0.110,0.864,-3.662,2.869,3.174
0.401,0.115,0.895,-3.723,3.113,4.822
0.421,0.130,0.906,-1.038,4.578,5.310
0.416,0.159,0.895,2.869,6.042,4.639
0.417,0.194,0.884,6.592,7.507,3.113
0.421,0.195,0.880,8.118,7.874,0.549
0.432,0.187,0.883,6.226,7.690,-0.183
0.435,0.164,0.893,2.075,7.874,0.244
0.431,0.140,0.894,-2.869,7.568,1.221
0.423,0.113,0.884,-6.531,6.958,1.892
0.409,0.101,0.880,-7.690,5.920,2.808
0.404,0.105,0.870,-6.714,5.554,3.357
0.396,0.107,0.883,-3.662,5.005,3.113
0.406,0.106,0.899,-0.732,4.456,2.563
0.411,0.113,0.902,0.427,5.798,2.258
0.393,0.124,0.880,0.183,7.568,2.441
0.372,0.151,0.831,0.183,8.911,2.380
0.355,0.170,0.779,1.038,7.996,1.648
0.345,0.188,0.744,0.671,4.822,0.916
0.359,0.203,0.757,-1.038,2.136,0.793
0.372,0.241,0.777,-5.066,1.770,2.136
0.389,0.224,0.791,-9.888,1.892,2.686
0.369,0.220,0.823,-10.742,3.296,3.357
0.379,0.208,0.804,-10.193,4.211,3.418
0.364,0.207,0.809,-4.944,4.211,2.014
0.362,0.209,0.808,0.671,3.052,-0.366
0.357,0.222,0.787,3.235,2.502,-0.793
0.348,0.209,0.792,4.272,2.869,-0.366
0.345,0.205,0.800,2.869,0.854,0.549
0.370,0.199,0.826,0.854,-1.404,1.038
0.394,0.201,0.856,-0.061,-3.296,0.854
0.412,0.204,0.884,0.977,-4.272,-0.244
0.427,0.213,0.903,3.296,-3.845,-1.648
0.420,0.215,0.904,3.967,-1.709,-2.319
0.400,0.198,0.901,1.404,1.160,-1.282
0.399,0.180,0.875,-1.648,2.991,0.793
0.399,0.156,0.879,-2.747,2.991,1.831
0.406,0.147,0.886,-2.014,1.770,1.465
0.422,0.140,0.901,-1.343,0.732,1.770
0.434,0.152,0.907,-1.587,1.099,3.052
0.432,0.185,0.910,-1.404,2.197,4.456
0.419,0.205,0.916,-0.488,2.197,3.906
0.423,0.210,0.920,0.061,1.770,2.197
0.423,0.206,0.918,-0.061,2.014,0.610
0.408,0.181,0.908,-0.366,3.357,-0.427
0.389,0.161,0.890,-0.305,4.578,-0.732
0.393,0.148,0.878,1.343,4.639,-0.977
0.385,0.151,0.885,2.563,3.967,-0.916
0.391,0.160,0.893,1.587,4.700,0.061
0.392,0.174,0.886,-1.404,5.798,1.282
0.394,0.184,0.855,-3.418,6.714,1.709
0.372,0.185,0.832,-3.662,6.775,2.258
0.365,0.189,0.818,-3.479,4.700,1.831
0.429,0.212,0.843,-4.272,1.343,2.258
0.366,0.194,0.821,-6.226,-0.732,5.066
0.390,0.217,0.864,-7.202,2.441,5.127
0.404,0.214,0.856,-6.470,3.601,4.150

1.886,0.080,-0.822,-79.468,-129.639,-31.250
1.846,0.102,-1.047,-61.340,-143.311,-40.222
1.817,0.187,-1.228,-52.856,-165.039,-42.297
1.915,0.121,-1.158,-52.856,-190.491,-44.739
1.972,0.123,-1.153,-65.735,-203.918,-41.321
1.934,0.123,-1.118,-79.041,-210.388,-39.856
1.795,0.023,-1.022,-89.966,-217.346,-43.518
1.588,-0.142,-0.920,-96.497,-217.346,-43.091
1.213,-0.205,-0.917,-94.299,-216.919,-34.485
0.839,-0.174,-0.877,-73.853,-223.999,-23.743
0.404,0.002,-0.570,-36.743,-229.309,-14.404
-0.177,0.232,-0.196,-9.155,-218.262,-5.249
-0.999,0.483,-0.080,-16.541,-199.951,8.057
-1.848,0.664,0.284,-50.110,-193.237,21.973
-2.542,0.671,0.781,-93.933,-200.806,25.513
-3.137,0.639,1.281,-123.596,-221.252,22.644
-3.547,0.961,1.925,-151.489,-243.408,22.827
-3.488,1.329,2.915,-210.693,-269.043,16.174
-2.875,1.470,3.976,-329.651,-275.085,18.066
-1.636,1.486,4.000,-472.656,-250.305,39.978
-0.634,1.102,4.000,-524.841,-188.110,32.471
1.182,-0.114,4.000,-383.911,-66.040,-52.002
1.032,-1.333,3.967,-133.118,-0.793,-121.887
0.057,-1.277,2.350,104.126,17.151,-129.150
-0.417,-0.996,1.182,296.448,64.453,-113.220
-0.712,-0.093,0.400,365.601,60.242,-77.637
-0.516,0.843,-0.156,345.032,28.503,-52.368
-0.360,1.072,-0.105,262.268,-4.944,-52.612
-0.282,0.659,0.214,88.928,-26.245,-31.738
-0.021,0.307,0.386,-109.009,-14.893,25.513
0.150,0.001,0.761,-222.961,-1.160,69.458
0.367,-0.174,1.019,-233.887,0.000,74.768
0.513,-0.135,1.085,-168.640,3.235,61.462
0.452,-0.007,0.986,-64.087,13.184,36.316
0.399,0.244,0.878,36.255,18.311,12.695
0.353,0.513,0.697,92.896,21.545,-0.732
0.242,0.663,0.500,93.872,24.780,-3.845
0.153,0.641,0.401,54.932,24.231,2.441
0.168,0.552,0.426,1.587,15.991,11.719
0.223,0.460,0.614,-39.124,4.578,17.578
0.331,0.387,0.793,-56.274,-2.930,18.066
0.433,0.406,0.869,-49.072,-2.625,15.808
0.451,0.495,0.927,-23.315,-0.122,9.033
0.495,0.483,0.895,-0.427,-1.160,-3.235
0.504,0.406,0.808,6.409,1.587,-9.583
0.457,0.299,0.783,2.686,5.127,-10.254
0.442,0.196,0.781,-4.028,2.930,-10.071
0.465,0.171,0.845,-10.254,-1.099,-7.507
0.493,0.140,0.890,-15.625,-3.174,-4.517
0.519,0.115,0.906,-18.250,-3.479,-2.625
0.504,0.110,0.880,-15.259,-2.441,-2.441
0.464,0.090,0.880,-6.531,-1.526,-2.747
0.461,0.086,0.862,0.183,-2.197,-2.502
0.445,0.083,0.869,5.371,-1.587,-1.160
0.433,0.091,0.843,10.376,-0.916,0.854
0.446,0.126,0.855,15.503,-1.648,2.075
0.420,0.143,0.882,16.602,-1.465,2.991
0.431,0.137,0.890,11.108,0.305,5.127
0.435,0.169,0.884,4.456,3.845,9.155
0.387,0.172,0.892,1.831,8.789,11.658
0.400,0.179,0.863,1.038,10.681,11.169
0.365,0.198,0.826,2.686,12.451,10.559
0.336,0.227,0.789,7.568,11.963,8.118
0.313,0.225,0.773,11.963,9.094,4.883
0.308,0.218,0.779,13.428,5.127,3.052
0.314,0.209,0.798,13.306,2.808,3.479
0.333,0.201,0.839,14.160,0.427,3.601
0.374,0.205,0.860,16.235,-0.305,3.052
0.374,0.234,0.862,18.005,2.625,3.052
0.354,0.270,0.844,17.883,6.958,3.418
0.331,0.306,0.823,14.587,8.728,3.906
0.331,0.294,0.817,9.460,8.301,2.930
0.344,0.260,0.819,2.991,5.615,2.258
0.361,0.237,0.829,-0.671,3.052,2.930
0.376,0.222,0.858,0.732,0.427,2.197
0.406,0.210,0.876,7.080,-2.808,-0.793
0.425,0.197,0.900,13.550,-4.456,-3.174
0.435,0.203,0.899,14.465,-2.319,-2.747
0.438,0.212,0.904,10.559,1.953,-0.244
0.448,0.202,0.917,6.042,5.066,2.136
0.466,0.175,0.940,2.747,6.409,3.174
0.489,0.145,0.962,1.831,7.080,2.502
0.489,0.115,0.974,3.967,7.690,1.770
0.487,0.102,0.965,8.423,7.935,0.916
0.475,0.105,0.942,12.878,8.667,-0.122
0.473,0.110,0.924,14.099,10.315,0.061
0.455,0.137,0.912,12.268,11.841,0.977
0.455,0.129,0.900,7.568,12.268,1.953
0.461,0.113,0.884,1.526,12.085,2.136
0.460,0.101,0.896,-2.686,12.207,2.930
0.466,0.090,0.900,-3.723,11.963,3.113
0.442,0.088,0.906,-1.526,11.902,2.991
0.426,0.096,0.882,1.770,11.047,2.075
0.423,0.119,0.860,5.188,9.338,1.343
0.413,0.151,0.824,6.348,8.423,1.099
0.388,0.150,0.815,4.822,9.155,1.770
0.384,0.140,0.787,1.526,8.972,2.625
0.386,0.128,0.787,-0.366,8.301,3.845
0.390,0.141,0.789,0.122,7.751,4.822
0.403,0.150,0.816,1.404,6.104,4.700
0.416,0.176,0.810,2.502,5.737,4.089
0.411,0.203,0.806,4.089,6.470,3.845
0.390,0.210,0.789,5.981,6.104,2.075
0.375,0.192,0.773,7.202,3.662,-0.427
0.386,0.178,0.765,6.836,0.305,-1.160
0.398,0.177,0.781,5.371,-2.014,-0.183
0.424,0.189,0.808,4.333,-2.441,1.038
0.450,0.209,0.821,3.967,-1.831,1.892
0.449,0.235,0.826,4.089,-0.854,1.465
0.441,0.233,0.822,4.211,0.366,0.000
0.444,0.202,0.816,2.197,1.343,-0.610
0.431,0.177,0.806,-1.221,2.380,0.610
0.442,0.154,0.820,-1.526,2.502,1.343
0.457,0.154,0.827,1.526,1.282,0.488
0.473,0.170,0.856,6.165,0.183,-0.793
0.472,0.195,0.865,8.972,0.305,-1.831
0.466,0.190,0.880,8.301,0.183,-2.380
0.461,0.168,0.861,5.249,1.038,-2.136
0.444,0.142,0.853,2.014,1.953,-1.343

-1.741,1.166,1.095,-116.516,-201.538,27.710
-1.957,1.259,1.656,-168.396,-231.995,13.245
-1.915,1.187,2.214,-231.018,-249.512,-0.427
-1.598,1.010,2.743,-285.522,-256.653,-12.634
-1.175,0.860,3.232,-318.665,-249.268,-27.222
-0.682,0.687,3.753,-319.580,-222.900,-39.490
-0.132,0.434,4.000,-283.203,-175.964,-56.274
0.298,-0.264,3.700,-201.904,-117.554,-90.088
0.374,-1.137,2.775,-69.336,-56.946,-127.930
0.080,-1.443,1.657,78.796,-13.794,-140.320
-0.505,-1.205,0.684,194.824,9.094,-112.427
-0.601,-0.384,0.297,243.347,28.076,-65.674
