aX,aY,aZ,gX,gY,gZ
0.315,0.736,-0.235,-26.062,0.488,15.625
0.191,0.733,-0.215,-22.095,2.930,15.686
0.057,0.728,-0.219,-20.996,5.005,15.442
-0.064,0.746,-0.251,-20.386,5.432,13.794
-0.144,0.769,-0.270,-18.982,4.578,10.193
-0.229,0.777,-0.266,-16.235,4.944,5.615
-0.282,0.802,-0.248,-12.329,5.920,-0.793
-0.269,0.824,-0.215,-8.667,6.287,-10.559
-0.209,0.854,-0.168,-5.005,7.507,-20.447
-0.146,0.879,-0.126,-3.662,8.240,-27.222
-0.118,0.897,-0.107,-4.089,6.958,-28.687
-0.088,0.919,-0.111,-5.188,3.418,-27.527
-0.066,0.917,-0.107,-4.822,1.587,-25.452
-0.069,0.922,-0.107,-3.723,2.075,-22.034
-0.052,0.929,-0.111,-2.686,1.343,-19.836
-0.026,0.937,-0.124,-2.014,0.488,-17.822
-0.019,0.947,-0.122,-1.404,1.160,-17.395
-0.040,0.961,-0.105,-1.282,2.075,-16.846
-0.047,0.972,-0.104,-2.441,2.197,-16.174
-0.039,0.974,-0.120,-3.601,2.014,-15.015
-0.038,0.972,-0.146,-3.662,1.404,-13.184
-0.047,0.970,-0.157,-3.113,-0.122,-10.986
-0.050,0.976,-0.152,-2.014,-2.014,-9.216
-0.047,0.977,-0.151,-1.587,-2.319,-8.850
-0.041,0.980,-0.161,-1.526,-0.793,-9.155
-0.041,0.977,-0.163,-1.465,-0.305,-8.789
-0.041,0.976,-0.163,-0.793,0.183,-8.240
-0.036,0.971,-0.178,-0.977,0.732,-7.812
-0.014,0.974,-0.197,-0.427,0.244,-6.958
-0.028,0.953,-0.205,1.404,0.183,-5.249
-0.010,0.961,-0.202,3.113,-0.671,-5.920
0.013,0.957,-0.191,5.005,0.427,-5.493
0.019,0.971,-0.163,5.432,0.488,-5.005
0.003,0.973,-0.145,4.456,-0.366,-3.174
-0.012,0.979,-0.160,2.502,0.122,-2.197
-0.030,0.977,-0.179,1.587,0.793,-1.770
-0.041,0.980,-0.191,1.648,1.831,-2.197
-0.032,0.977,-0.193,2.258,3.723,-3.113

-1.612,0.938,-0.248,11.658,-16.785,12.817
-1.808,1.041,-0.212,14.343,-30.457,12.207
-1.906,1.220,-0.189,15.991,-40.222,4.639
-1.935,1.385,-0.150,16.052,-49.255,-3.662
-1.850,1.603,-0.078,15.442,-66.711,-7.324
-1.679,1.791,-0.079,12.024,-86.792,-8.057
-1.466,1.982,-0.131,8.606,-105.042,-5.920
-1.192,2.176,-0.171,5.798,-126.526,4.028
-1.015,2.382,-0.174,2.625,-146.057,19.836
-0.845,2.584,-0.133,0.916,-162.415,33.142
-0.607,2.768,0.039,2.808,-173.706,36.865
-0.283,2.975,0.314,4.761,-169.312,27.710
0.155,3.174,0.641,-0.122,-156.250,14.221
0.575,3.285,0.933,-16.296,-150.940,11.475
0.888,3.241,1.032,-42.114,-155.884,20.325
1.147,3.082,1.049,-69.275,-164.062,32.288
1.348,2.868,1.002,-90.698,-163.147,38.391
1.511,2.655,0.951,-106.323,-154.114,35.767
1.697,2.395,0.961,-116.943,-137.878,25.574
1.907,2.091,0.936,-125.305,-118.774,12.024
2.137,1.767,0.798,-135.681,-102.173,-0.488
2.317,1.451,0.658,-142.761,-88.928,-8.179
2.435,1.185,0.581,-143.921,-78.613,-11.108
2.464,0.955,0.585,-142.212,-64.148,-13.855
2.419,0.746,0.610,-140.076,-38.452,-22.095
2.378,0.511,0.594,-138.855,-11.475,-34.302
2.358,0.285,0.601,-136.597,13.306,-45.593
2.319,0.071,0.752,-135.803,39.673,-53.711
2.265,-0.143,0.778,-141.479,67.383,-58.350
2.249,-0.354,0.693,-147.888,86.914,-55.420
2.112,-0.563,0.602,-147.278,100.769,-40.405
1.905,-0.713,0.537,-139.771,106.567,-21.423
1.652,-0.853,0.419,-129.150,115.173,-7.324
1.372,-0.964,0.334,-114.929,133.484,-0.793
1.113,-0.987,0.368,-94.482,146.606,3.418
0.870,-0.999,0.518,-75.317,152.588,10.437
0.504,-0.935,0.617,-63.538,157.471,22.278
0.099,-0.931,0.633,-59.509,159.729,36.255
-0.205,-0.933,0.591,-57.434,159.668,44.617
-0.463,-0.967,0.517,-52.612,162.292,44.678
-0.678,-0.950,0.454,-44.556,165.771,36.194
-0.830,-0.901,0.406,-31.860,169.678,26.062
-0.916,-0.844,0.420,-18.005,170.105,16.907
-0.980,-0.773,0.440,-5.859,171.265,10.376
-1.017,-0.727,0.446,3.845,170.837,8.484
-1.159,-0.677,0.411,10.742,166.260,11.353
-1.376,-0.687,0.270,14.954,162.720,16.541
-1.526,-0.685,0.130,22.339,156.616,15.015
-1.618,-0.624,0.059,33.325,157.715,3.174
-1.696,-0.509,-0.014,43.945,168.396,-14.587
-1.673,-0.392,-0.042,56.335,170.959,-28.931
-1.688,-0.246,-0.024,69.397,162.903,-36.316
-1.724,-0.120,-0.024,78.430,152.771,-37.720
-1.834,0.007,-0.017,84.717,138.611,-34.058
-1.948,0.129,-0.066,88.257,121.094,-28.442
-2.074,0.260,-0.171,90.454,102.295,-24.475
-2.222,0.377,-0.287,93.323,84.961,-23.621
-2.297,0.525,-0.398,98.328,69.153,-26.855
-2.306,0.691,-0.475,104.187,52.185,-34.058
-2.334,0.796,-0.513,110.291,38.513,-39.490
-2.348,0.940,-0.516,119.385,22.095,-42.480
-2.349,1.071,-0.444,131.104,-0.610,-46.265
-2.325,1.205,-0.336,140.930,-20.630,-49.866
-2.258,1.394,-0.207,145.752,-35.889,-54.504
-2.088,1.565,-0.164,143.677,-49.011,-63.782
-1.820,1.765,-0.213,137.451,-64.758,-71.716
-1.522,1.916,-0.273,131.592,-81.360,-77.026
-1.241,1.952,-0.211,130.493,-94.482,-78.125
-0.941,2.020,-0.027,134.705,-106.079,-78.369
-0.635,2.123,0.224,138.550,-116.882,-77.271
-0.331,2.224,0.477,136.047,-126.221,-72.937
-0.004,2.345,0.638,124.084,-133.606,-67.078
0.266,2.391,0.688,103.394,-135.132,-58.960
0.456,2.369,0.658,79.956,-130.432,-50.964
0.583,2.313,0.661,61.829,-125.549,-45.044
0.714,2.225,0.688,47.058,-119.141,-42.114
0.804,2.109,0.659,31.006,-108.582,-37.537
0.894,1.979,0.562,12.756,-100.708,-30.823
0.967,1.840,0.414,-3.540,-94.910,-20.447
0.987,1.676,0.255,-16.296,-87.280,-10.193
0.975,1.514,0.137,-24.048,-80.139,-3.479
0.928,1.364,0.067,-26.489,-72.449,-1.648
0.900,1.238,0.034,-25.452,-62.866,-2.563
0.862,1.126,0.042,-23.071,-53.528,-4.822
0.814,1.034,0.043,-22.888,-41.748,-6.897
0.738,0.944,0.023,-25.452,-30.884,-7.324
0.664,0.870,-0.005,-28.442,-23.865,-4.578
0.590,0.803,-0.067,-31.616,-20.264,-0.610
0.498,0.758,-0.133,-32.410,-15.808,4.028
0.380,0.732,-0.162,-29.785,-11.902,7.141
0.252,0.726,-0.173,-25.696,-8.057,7.812
0.136,0.724,-0.172,-21.667,-3.784,5.920
0.047,0.734,-0.175,-17.517,-0.366,2.502
-0.006,0.765,-0.160,-13.306,2.441,-0.244
-0.070,0.786,-0.135,-10.010,4.944,-1.404
-0.124,0.806,-0.109,-7.874,7.019,-3.357
-0.165,0.832,-0.097,-7.080,8.484,-7.141
-0.205,0.858,-0.099,-7.202,9.705,-11.414
-0.246,0.867,-0.079,-7.141,10.010,-15.564
-0.204,0.926,-0.102,-7.263,8.667,-20.325
-0.192,0.926,-0.122,-6.714,9.033,-19.592
-0.175,0.953,-0.116,-6.226,5.737,-18.066
-0.165,0.950,-0.103,-5.798,1.099,-14.160
-0.173,0.955,-0.131,-6.897,0.244,-13.672
-0.140,0.952,-0.166,-6.714,1.282,-15.869
-0.108,0.950,-0.163,-5.127,2.319,-17.517
-0.076,0.976,-0.157,-3.479,1.587,-18.005
-0.074,0.984,-0.137,-2.075,0.671,-15.015
-0.073,0.999,-0.111,-1.404,-1.526,-12.451
-0.066,1.001,-0.103,-1.831,-3.662,-9.399
-0.077,0.997,-0.111,-2.686,-5.066,-6.104
-0.081,0.990,-0.132,-3.235,-5.432,-4.272
-0.085,0.982,-0.143,-2.930,-3.906,-4.150
-0.075,0.981,-0.137,-1.953,-1.587,-4.700
-0.058,0.983,-0.134,-1.587,-0.610,-4.944
-0.049,0.984,-0.143,-2.258,-0.305,-3.845
-0.054,0.982,-0.164,-2.930,0.122,-2.380
-0.061,0.980,-0.180,-2.869,-0.977,-1.465
-0.079,0.975,-0.186,-2.380,-1.404,-0.610

