aX,aY,aZ,gX,gY,gZ
-1.140,-0.170,-0.105,43.091,160.095,-17.212
-1.134,-0.113,-0.088,53.406,154.968,-22.949
-1.091,-0.048,-0.061,61.401,153.198,-28.870
-1.059,0.032,-0.013,68.176,150.269,-30.884
-1.118,0.117,0.025,72.327,143.005,-28.564
-1.207,0.216,0.021,72.937,130.981,-22.278
-1.282,0.291,-0.021,71.350,117.126,-16.174
-1.421,0.389,-0.104,69.458,101.624,-9.033
-1.583,0.463,-0.187,70.984,86.731,-4.150
-1.712,0.574,-0.243,79.041,70.923,-1.404
-1.840,0.754,-0.274,89.783,53.955,-1.709
-1.998,0.877,-0.254,98.633,41.687,-3.479
-2.131,1.004,-0.198,105.286,29.297,-6.348
-2.232,1.126,-0.132,108.337,13.000,-13.428
-2.256,1.265,-0.079,109.192,-3.479,-24.414
-2.198,1.379,-0.082,107.910,-18.188,-36.072
-2.138,1.468,-0.077,105.652,-33.997,-43.823
-2.015,1.572,-0.063,104.492,-54.749,-51.270
-1.878,1.609,-0.058,104.248,-70.984,-58.289
-1.650,1.662,-0.043,104.065,-84.045,-66.528
-1.459,1.655,0.015,104.614,-103.821,-71.838
-1.202,1.741,0.110,109.558,-117.981,-74.829
-0.843,1.824,0.182,110.840,-124.878,-82.275
-0.460,1.866,0.252,106.995,-132.141,-87.524
-0.027,1.922,0.355,105.957,-138.000,-87.646
0.351,1.960,0.482,103.882,-144.836,-83.069
0.655,1.963,0.625,99.670,-151.428,-75.073
0.922,1.978,0.771,93.506,-145.691,-69.275
1.185,1.943,0.890,84.717,-135.071,-63.721
1.367,1.894,1.011,70.801,-126.709,-53.894
1.419,1.831,1.081,54.138,-114.136,-39.978
1.470,1.753,1.069,28.259,-106.934,-24.109
1.428,1.668,0.907,2.563,-97.473,-6.592
1.346,1.555,0.648,-20.081,-80.750,5.920
1.235,1.436,0.394,-37.170,-69.458,13.611
1.101,1.336,0.186,-43.274,-53.772,18.005
0.955,1.241,0.074,-42.297,-35.950,17.578
0.795,1.160,0.037,-38.635,-24.963,15.320
0.667,1.078,0.047,-32.654,-12.756,12.878
0.583,1.001,0.057,-30.518,-2.563,9.766
0.499,0.927,0.035,-32.043,-0.549,11.597
0.397,0.867,-0.003,-31.860,3.479,15.930
0.247,0.810,-0.062,-33.020,6.592,19.470
0.120,0.772,-0.126,-34.851,5.798,19.897
0.028,0.765,-0.162,-31.433,10.559,15.686
-0.042,0.769,-0.180,-29.175,11.902,10.254
-0.097,0.781,-0.178,-24.536,15.015,6.226
-0.132,0.802,-0.174,-21.790,13.916,2.563
-0.162,0.800,-0.149,-17.822,13.428,-0.427
-0.160,0.817,-0.139,-14.526,12.329,-3.479
-0.150,0.828,-0.119,-11.169,12.268,-7.568
-0.139,0.848,-0.090,-7.324,12.817,-11.108
-0.123,0.871,-0.054,-3.845,14.771,-13.428
-0.124,0.898,-0.024,-3.662,12.146,-14.282
-0.139,0.918,0.000,-2.930,9.705,-13.123
-0.154,0.927,0.004,-3.479,10.254,-13.428
-0.157,0.937,-0.015,-4.211,10.681,-14.832
-0.139,0.948,-0.029,-4.211,8.545,-16.296
-0.137,0.943,-0.021,-1.953,7.446,-17.273
-0.113,0.960,-0.011,0.061,5.981,-18.311
-0.088,0.969,0.003,2.075,5.676,-18.005
-0.079,0.979,0.005,2.319,5.981,-17.517
-0.064,0.984,0.000,1.343,1.709,-17.151
-0.036,0.998,-0.009,2.991,5.188,-17.883
-0.011,1.001,-0.006,1.953,7.507,-17.944
-0.003,1.006,0.004,2.014,3.418,-14.221
-0.005,1.008,0.027,1.099,0.549,-11.108
-0.008,1.009,0.033,0.244,-0.366,-7.751
-0.009,1.009,0.022,-2.441,1.587,-6.775
-0.009,1.004,0.005,-3.418,0.183,-4.272
-0.014,1.008,-0.012,-2.563,3.296,-2.991
-0.010,1.008,-0.025,-3.601,2.625,-2.441
-0.014,1.005,-0.035,-4.089,-0.244,-1.709
-0.018,1.005,-0.042,-2.380,3.845,-1.892
-0.027,1.003,-0.047,-1.648,3.235,-1.831
-0.036,1.007,-0.036,0.793,5.859,-1.892
-0.041,1.013,-0.026,0.000,2.869,-1.648
-0.047,1.008,-0.020,0.000,2.319,-1.282
-0.035,1.007,-0.020,-1.465,4.272,-2.441
-0.018,1.005,-0.029,-3.723,-0.305,-2.197

-1.660,1.241,-0.099,19.592,-48.706,51.575
-1.750,1.374,-0.093,21.545,-63.904,43.884
-1.785,1.513,-0.074,24.780,-78.979,30.823
-1.700,1.605,-0.076,26.428,-87.891,14.893
-1.516,1.708,-0.051,28.809,-99.792,-0.610
-1.290,1.815,0.065,32.166,-110.840,-11.108
-1.034,1.932,0.223,32.166,-119.019,-17.883
-0.740,2.029,0.360,25.452,-128.601,-21.179
-0.429,2.126,0.396,13.672,-140.503,-19.592
-0.127,2.172,0.378,0.244,-150.940,-15.625
0.119,2.221,0.408,-7.690,-154.724,-10.986
0.309,2.273,0.503,-14.221,-153.748,-8.667
0.504,2.314,0.574,-22.217,-147.217,-7.690
0.736,2.312,0.566,-36.194,-141.846,-8.057
0.934,2.306,0.565,-48.279,-138.733,-4.822
1.072,2.307,0.633,-58.899,-133.789,-2.441
1.202,2.297,0.734,-67.810,-123.352,-3.967
1.275,2.246,0.814,-82.458,-113.037,-7.629
1.268,2.145,0.867,-99.548,-97.351,-12.817
1.276,1.991,0.855,-119.751,-89.417,-17.761
1.348,1.819,0.779,-133.606,-78.125,-24.536
1.377,1.604,0.677,-145.264,-70.679,-30.457
1.418,1.381,0.611,-148.132,-59.998,-36.194
1.481,1.203,0.605,-146.362,-44.739,-47.424
1.575,1.039,0.601,-145.142,-28.503,-60.486
1.692,0.893,0.649,-142.456,-4.395,-72.510
1.772,0.749,0.693,-144.714,20.386,-79.468
1.795,0.596,0.662,-150.696,33.875,-77.332
1.764,0.476,0.580,-152.588,48.523,-69.336
1.647,0.357,0.485,-152.832,58.411,-58.716
1.551,0.236,0.408,-149.841,78.979,-54.993
1.422,0.071,0.395,-147.278,104.126,-57.861
1.347,-0.097,0.357,-141.602,130.798,-59.875
1.303,-0.296,0.320,-133.972,146.423,-53.223
1.161,-0.478,0.301,-123.718,150.574,-36.316
0.940,-0.620,0.285,-110.779,152.283,-14.709
0.689,-0.757,0.261,-98.022,155.334,5.310
0.422,-0.876,0.249,-82.275,160.583,22.827
0.121,-0.906,0.286,-65.918,163.574,34.302
-0.291,-0.911,0.305,-55.420,169.006,37.170
-0.596,-0.934,0.306,-48.279,180.786,33.203
-0.920,-0.898,0.357,-35.645,181.824,28.992
-1.095,-0.827,0.409,-24.841,179.810,18.677
-1.171,-0.776,0.383,-17.456,181.091,4.700
-1.178,-0.722,0.306,-10.803,181.824,-9.460
-1.137,-0.671,0.226,-1.282,176.514,-19.470
-1.098,-0.623,0.186,11.597,171.265,-25.452
-1.146,-0.553,0.206,25.513,171.143,-30.640
-1.208,-0.490,0.224,37.109,172.791,-36.072
-1.182,-0.407,0.244,46.753,167.175,-42.175
-1.117,-0.294,0.177,51.208,158.447,-46.936
-1.069,-0.220,0.048,51.636,153.259,-49.255
-1.078,-0.129,-0.094,53.772,145.203,-46.753
-1.181,-0.004,-0.174,61.768,131.409,-41.870
-1.354,0.118,-0.283,71.960,117.920,-36.926
-1.457,0.228,-0.328,85.266,105.225,-33.752
-1.565,0.439,-0.340,98.267,91.064,-31.982
-1.658,0.628,-0.381,104.736,79.773,-32.104
-1.806,0.803,-0.403,110.229,66.223,-29.358
-1.964,0.999,-0.367,117.188,44.495,-24.231
-2.151,1.142,-0.366,119.568,21.484,-20.142
-2.324,1.301,-0.392,120.544,0.427,-18.127
-2.406,1.457,-0.428,121.582,-21.118,-24.536
-2.363,1.583,-0.465,123.108,-39.917,-36.194
-2.237,1.683,-0.443,127.869,-57.129,-46.631
-2.119,1.787,-0.319,133.423,-70.801,-55.481
-1.937,1.934,-0.239,133.911,-86.243,-63.599
-1.626,1.981,-0.202,128.601,-108.154,-70.129
-1.245,2.037,-0.202,122.375,-126.221,-74.463
-0.836,2.084,-0.121,118.591,-143.738,-75.806
-0.368,2.106,0.032,116.150,-153.870,-76.599
0.091,2.118,0.237,112.610,-158.569,-75.684
0.518,2.101,0.479,109.070,-155.151,-73.792
0.923,2.071,0.698,101.868,-148.376,-68.115
1.204,2.030,0.839,88.257,-143.311,-54.626
1.347,1.990,0.854,67.261,-138.916,-36.621
1.402,1.910,0.724,41.931,-130.066,-20.874
1.473,1.834,0.535,20.020,-120.728,-8.850
1.466,1.740,0.404,5.493,-115.540,-0.366
1.411,1.627,0.342,-1.831,-101.318,3.967
1.321,1.499,0.343,-5.188,-77.759,1.587
1.221,1.366,0.345,-7.324,-52.124,-2.869
1.156,1.225,0.330,-11.963,-31.555,-6.531
1.089,1.096,0.290,-18.921,-16.724,-5.615
0.982,0.973,0.223,-27.039,-9.216,2.136
0.812,0.876,0.125,-34.424,-7.812,14.221
0.599,0.790,-0.002,-40.466,-5.249,23.193
0.399,0.729,-0.121,-42.908,1.892,25.574
0.258,0.706,-0.207,-41.138,9.155,23.499
0.127,0.691,-0.252,-36.438,12.756,19.348
0.008,0.686,-0.260,-29.480,17.151,14.099
-0.068,0.699,-0.240,-22.949,18.799,8.606
-0.116,0.722,-0.225,-17.273,18.677,5.066
-0.163,0.738,-0.226,-13.428,18.616,3.723
-0.234,0.766,-0.216,-10.254,16.479,2.258
-0.292,0.793,-0.207,-7.996,13.428,-0.916
-0.314,0.819,-0.217,-6.470,12.817,-6.042
-0.284,0.850,-0.223,-4.333,12.512,-12.390
-0.256,0.869,-0.216,-1.160,13.062,-17.151
-0.218,0.888,-0.198,2.380,11.658,-19.165
-0.157,0.915,-0.166,5.859,8.545,-19.775
-0.096,0.933,-0.120,8.545,5.798,-18.005
-0.078,0.954,-0.072,9.460,3.418,-14.893
-0.054,0.978,-0.044,8.728,1.160,-12.024
-0.041,1.000,-0.031,7.080,-0.366,-9.766
-0.020,1.022,-0.038,5.249,-0.916,-7.874
-0.012,1.034,-0.031,4.822,-0.244,-5.310
-0.007,1.039,-0.002,4.883,-1.343,-3.113
-0.010,1.056,0.004,3.662,-2.502,-1.099
-0.021,1.054,-0.005,1.587,-1.404,-0.122
-0.027,1.060,-0.018,0.183,-1.038,0.671
-0.041,1.059,-0.031,-0.488,-2.502,1.587
-0.062,1.048,-0.046,-1.099,-4.028,1.892
-0.071,1.041,-0.061,-1.343,-3.052,0.244
-0.048,1.026,-0.078,-1.221,-1.221,-2.197
-0.010,1.013,-0.093,-0.732,-0.488,-4.150
0.005,1.003,-0.098,0.061,-1.404,-3.784
0.010,0.993,-0.087,0.122,-2.625,-2.563
0.007,0.986,-0.085,-0.916,-2.686,-2.075

-1.780,1.100,-0.204,3.906,-48.950,48.340
-1.797,1.197,-0.314,7.019,-64.880,38.635
-1.740,1.354,-0.365,15.015,-80.505,30.029
-1.666,1.489,-0.334,21.545,-91.797,24.841
-1.608,1.641,-0.217,24.536,-101.257,21.912
-1.507,1.760,-0.143,19.348,-112.732,22.461
-1.348,1.899,-0.123,8.667,-131.104,28.625
-1.159,2.012,-0.145,0.061,-156.921,40.588
-0.957,2.136,-0.117,-2.441,-176.392,48.523
-0.752,2.286,0.063,3.235,-177.490,45.227
-0.462,2.471,0.294,8.362,-167.603,32.227
-0.165,2.613,0.524,8.606,-158.386,19.897
0.160,2.746,0.806,6.653,-153.015,12.329
0.466,2.844,1.104,-0.610,-146.118,7.812
0.710,2.855,1.324,-16.968,-141.418,6.409
0.944,2.792,1.354,-44.128,-144.348,8.057
1.095,2.675,1.231,-72.083,-149.109,11.108
1.237,2.504,1.048,-93.689,-149.536,10.071
1.360,2.346,1.001,-105.469,-142.273,4.395
1.433,2.179,1.001,-113.342,-125.793,-4.272
1.537,1.955,0.934,-120.056,-107.849,-15.869
1.707,1.691,0.820,-123.413,-90.942,-29.419
1.882,1.428,0.773,-122.437,-72.815,-39.856
2.040,1.268,0.913,-121.216,-52.917,-43.518
2.015,1.067,0.993,-131.836,-26.306,-43.579
1.995,0.860,0.885,-152.222,0.732,-47.424
1.996,0.682,0.764,-164.429,23.315,-53.162
1.941,0.530,0.715,-167.542,43.274,-57.068
1.829,0.339,0.689,-167.114,64.758,-59.631
1.739,0.175,0.522,-166.504,84.656,-62.561
1.662,-0.021,0.297,-160.828,101.196,-59.509
1.554,-0.147,0.122,-145.020,108.093,-50.415
1.448,-0.266,0.124,-123.657,110.107,-38.147
1.225,-0.423,0.129,-104.736,114.929,-24.658
1.016,-0.554,0.098,-90.698,121.948,-18.738
0.821,-0.650,0.079,-76.904,127.808,-14.038
0.679,-0.694,0.157,-65.430,134.460,-6.592
0.413,-0.720,0.198,-59.570,144.897,7.141
0.098,-0.750,0.160,-59.204,150.574,19.409
-0.124,-0.779,0.159,-57.129,152.161,24.841
-0.423,-0.768,0.138,-52.979,158.813,26.978
-0.681,-0.785,0.070,-47.241,161.255,28.137
-0.818,-0.776,0.061,-34.485,153.748,26.245
-0.925,-0.756,0.126,-16.846,151.489,19.897
-1.035,-0.730,0.233,-0.793,156.250,9.521
-1.096,-0.645,0.344,9.888,159.424,-3.906
-1.190,-0.603,0.370,13.245,160.339,-16.113
-1.150,-0.578,0.295,14.832,157.776,-28.625
-1.036,-0.536,0.235,21.118,154.358,-40.588
-0.955,-0.512,0.247,30.945,155.396,-49.927
-0.917,-0.467,0.271,40.039,156.982,-54.749
-0.908,-0.363,0.263,46.448,155.457,-53.772
-0.944,-0.294,0.180,48.645,149.292,-46.753
-1.023,-0.262,0.074,50.781,140.320,-37.109
-1.154,-0.207,-0.041,54.749,133.484,-29.785
-1.325,-0.141,-0.150,61.584,129.211,-25.513
-1.498,-0.034,-0.240,71.533,123.657,-25.269
-1.625,0.125,-0.266,81.970,117.554,-30.457
-1.796,0.253,-0.299,89.417,112.061,-36.194
-1.938,0.397,-0.341,95.642,99.670,-40.283
-2.017,0.615,-0.338,101.746,74.341,-41.138
-2.129,0.822,-0.400,103.760,46.509,-39.063
-2.272,0.929,-0.443,105.042,22.217,-34.302
-2.386,1.124,-0.354,113.708,-3.723,-31.616
-2.486,1.299,-0.240,118.225,-22.522,-36.133
-2.511,1.415,-0.219,114.136,-33.264,-43.823
-2.380,1.583,-0.240,110.352,-55.054,-53.040
-2.222,1.676,-0.328,108.276,-81.787,-61.951
-1.906,1.813,-0.454,110.413,-101.074,-74.402
-1.475,1.927,-0.527,119.141,-114.441,-88.989
-1.063,1.935,-0.387,131.470,-120.300,-99.121
-0.634,2.028,-0.010,143.188,-126.709,-102.478
-0.192,2.170,0.369,146.240,-138.062,-99.487
0.259,2.258,0.650,134.827,-146.729,-91.187
0.633,2.372,0.750,112.793,-149.048,-77.209
0.936,2.402,0.742,87.463,-146.729,-63.232
1.169,2.360,0.702,66.101,-140.381,-52.551
1.383,2.258,0.704,52.124,-128.784,-46.692
1.561,2.122,0.728,41.687,-110.107,-44.739
1.619,1.947,0.727,31.555,-92.346,-38.940
1.720,1.783,0.723,19.470,-79.285,-29.480
1.685,1.626,0.670,5.432,-70.129,-10.437
1.491,1.498,0.518,-10.620,-60.303,11.536
1.256,1.354,0.298,-26.306,-48.523,28.198
0.964,1.211,0.125,-34.729,-34.363,34.241
0.745,1.112,0.027,-35.583,-18.982,30.457
0.576,1.040,0.001,-32.410,-4.700,21.301
0.417,0.958,-0.008,-28.992,6.104,14.709
0.289,0.890,-0.016,-26.794,10.620,12.634
0.155,0.856,-0.025,-26.245,12.085,12.451
0.020,0.824,-0.049,-26.917,15.442,11.841
-0.104,0.786,-0.090,-27.893,20.386,11.353
-0.212,0.776,-0.112,-27.100,21.179,9.521
-0.319,0.769,-0.143,-25.452,20.325,5.676
-0.384,0.787,-0.178,-22.644,20.630,-0.122
-0.378,0.819,-0.202,-18.982,18.494,-6.897
-0.348,0.837,-0.196,-15.015,16.357,-13.916
-0.270,0.858,-0.202,-12.207,15.930,-19.287
-0.181,0.870,-0.212,-9.277,13.977,-21.423
-0.113,0.890,-0.188,-5.188,11.108,-20.813
-0.058,0.906,-0.138,-1.099,9.216,-18.066
-0.064,0.924,-0.079,2.014,8.972,-11.963
-0.068,0.968,-0.033,1.892,7.019,-7.507
-0.102,0.983,-0.015,0.000,4.517,-2.441
-0.140,1.001,-0.018,-2.747,2.014,-0.305
-0.145,1.012,-0.042,-4.456,3.662,-1.465
-0.135,1.016,-0.051,-4.150,7.080,-4.517
-0.110,1.014,-0.028,-2.319,8.301,-7.751
-0.080,1.019,-0.008,-1.343,6.836,-8.728
-0.071,1.020,0.009,-2.136,4.211,-8.545
-0.074,1.015,0.008,-3.967,2.502,-6.775
-0.078,1.006,-0.006,-6.104,0.427,-5.005
-0.088,0.991,-0.029,-8.118,0.061,-3.845
-0.084,0.962,-0.060,-9.644,1.038,-3.662
-0.070,0.968,-0.108,-9.827,1.343,-3.662
-0.051,0.933,-0.126,-8.911,0.610,-3.296
-0.042,0.924,-0.134,-6.470,1.892,-3.174
-0.039,0.913,-0.129,-4.456,3.723,-3.845
-0.030,0.904,-0.130,-3.357,5.066,-4.517

-2.088,0.909,-0.562,-21.179,-47.241,78.674
-2.380,0.943,-0.612,-6.348,-63.110,80.139
-2.601,1.016,-0.613,7.385,-79.285,78.857
-2.730,1.198,-0.476,22.644,-94.971,72.632
-2.793,1.444,-0.316,31.128,-104.797,63.110
-2.694,1.704,-0.243,30.823,-118.896,55.481
-2.470,1.944,-0.223,30.457,-145.813,55.420
-2.214,2.129,-0.138,31.860,-173.340,64.270
-1.985,2.321,0.031,35.706,-198.303,73.242
-1.579,2.564,0.158,39.795,-217.224,73.120
-1.089,2.754,0.400,47.607,-222.595,60.791
-0.447,2.956,0.777,57.861,-215.698,38.818
0.211,3.137,1.295,62.927,-206.848,19.409
0.861,3.238,1.784,50.903,-196.533,6.348
1.446,3.262,1.966,15.747,-191.101,2.258
1.880,3.176,1.903,-26.733,-190.613,5.554
2.119,2.996,1.806,-57.800,-186.340,9.155
2.242,2.775,1.817,-74.585,-175.781,5.066
2.392,2.508,1.818,-89.111,-153.442,-11.719
2.547,2.183,1.685,-109.192,-125.244,-35.767
2.663,1.818,1.489,-128.784,-97.595,-56.335
2.719,1.451,1.289,-143.127,-70.984,-70.618
2.759,1.136,1.215,-153.748,-45.959,-77.942
2.703,0.879,1.109,-167.236,-23.010,-75.562
2.581,0.616,0.823,-185.181,2.136,-66.467
2.325,0.357,0.503,-198.364,27.039,-56.519
2.022,0.189,0.243,-199.036,50.171,-51.758
1.766,0.077,0.106,-185.120,73.242,-54.016
1.501,-0.002,0.024,-165.833,95.276,-61.218
1.371,-0.081,0.012,-143.311,115.173,-66.956
1.176,-0.156,0.011,-120.178,128.784,-66.101
0.984,-0.266,0.116,-99.365,137.207,-63.477
0.750,-0.342,0.348,-84.229,149.719,-58.105
0.496,-0.429,0.370,-84.778,168.213,-52.612
0.316,-0.564,0.272,-91.492,176.697,-48.035
0.046,-0.649,0.215,-88.501,175.781,-43.091
-0.233,-0.695,0.194,-76.233,173.401,-34.058
-0.411,-0.719,0.229,-58.716,169.067,-28.320
-0.576,-0.764,0.190,-43.213,169.983,-23.193
-0.714,-0.815,0.134,-28.748,170.410,-18.372
-0.789,-0.847,0.155,-14.282,166.626,-17.578
-0.830,-0.867,0.220,-3.113,168.518,-20.142
-0.829,-0.852,0.306,4.150,175.964,-25.818
-0.937,-0.830,0.288,7.874,185.120,-29.602
-0.980,-0.819,0.242,14.038,185.059,-27.649
-0.998,-0.761,0.233,25.330,172.424,-22.705
-1.133,-0.715,0.204,35.889,164.490,-15.991
-1.226,-0.693,0.174,44.067,162.170,-12.573
-1.310,-0.633,0.126,50.964,156.677,-13.062
-1.394,-0.581,0.028,57.983,150.208,-14.221
-1.404,-0.505,-0.036,67.993,143.250,-17.456
-1.406,-0.365,-0.052,79.346,136.230,-21.729
-1.436,-0.229,-0.070,88.745,131.958,-26.062
-1.530,-0.080,-0.086,98.328,124.512,-25.940
-1.637,0.084,-0.082,108.459,106.384,-21.545
-1.784,0.250,-0.057,115.234,87.830,-17.334
-2.003,0.407,-0.066,118.347,73.914,-16.479
-2.160,0.516,-0.123,117.004,60.303,-22.095
-2.241,0.721,-0.195,118.286,41.199,-28.381
-2.336,0.870,-0.182,123.474,19.775,-33.936
-2.375,1.074,-0.145,129.700,2.808,-40.100
-2.388,1.257,-0.149,133.179,-15.015,-49.927
-2.298,1.421,-0.138,134.766,-37.354,-58.838
-2.129,1.558,-0.141,138.428,-59.814,-67.505
-1.958,1.604,-0.067,144.287,-76.599,-77.209
-1.691,1.711,0.063,151.184,-91.370,-84.595
-1.340,1.877,0.186,152.344,-105.469,-91.431
-0.982,1.983,0.222,144.470,-112.732,-94.727
-0.632,2.086,0.221,133.545,-124.268,-92.163
-0.230,2.188,0.234,124.023,-138.062,-87.158
0.140,2.251,0.343,118.652,-144.897,-80.261
0.457,2.302,0.570,118.652,-146.545,-73.669
0.731,2.323,0.837,119.019,-147.034,-69.031
1.016,2.303,1.009,109.375,-137.329,-68.115
1.260,2.233,1.032,88.745,-121.094,-65.491
1.465,2.183,0.962,60.730,-110.535,-53.833
1.603,2.109,0.760,30.090,-105.774,-34.119
1.532,1.947,0.524,4.272,-100.220,-12.390
1.481,1.858,0.369,-10.437,-89.966,0.854
1.284,1.698,0.321,-14.160,-74.768,10.376
1.128,1.566,0.336,-13.977,-58.838,11.292
0.989,1.422,0.330,-15.808,-42.175,5.371
0.893,1.290,0.323,-18.921,-26.123,-0.793
0.813,1.181,0.311,-23.743,-14.160,-2.686
0.681,1.069,0.252,-30.762,-5.310,-0.549
0.528,0.977,0.159,-37.170,0.488,4.395
0.360,0.895,0.072,-40.894,2.869,8.850
0.192,0.832,-0.003,-41.748,7.019,10.010
0.044,0.786,-0.061,-39.734,12.268,6.592
-0.058,0.772,-0.099,-35.339,16.418,-0.122
-0.090,0.766,-0.132,-30.090,18.799,-6.897
-0.100,0.764,-0.128,-24.048,20.264,-11.597
-0.112,0.779,-0.093,-18.921,21.118,-14.221
-0.117,0.789,-0.065,-16.296,21.545,-15.930
-0.098,0.821,-0.069,-15.991,20.081,-17.212
-0.125,0.833,-0.084,-15.503,19.165,-16.968
-0.139,0.863,-0.092,-14.587,18.982,-15.503
-0.156,0.882,-0.108,-12.451,16.418,-11.841
-0.184,0.901,-0.103,-9.277,12.634,-8.911
-0.193,0.922,-0.081,-5.920,11.169,-8.240
-0.176,0.943,-0.056,-3.235,10.559,-9.949
-0.143,0.963,-0.036,-1.465,9.705,-11.292
-0.119,0.976,-0.011,-0.061,9.827,-11.597
-0.095,1.004,0.031,1.221,9.521,-11.353
-0.090,1.030,0.069,0.854,8.911,-10.132
-0.100,1.040,0.088,-1.953,7.690,-8.667
-0.102,1.057,0.075,-5.066,4.761,-7.080
-0.092,1.059,0.044,-7.019,3.540,-6.531
-0.073,1.047,0.019,-7.446,3.662,-7.019
-0.054,1.047,0.011,-6.470,3.113,-8.057
-0.032,1.044,0.021,-5.310,2.808,-8.789
-0.016,1.044,0.035,-5.371,3.601,-9.399
-0.001,1.041,0.033,-6.531,4.639,-10.010
0.017,1.036,0.035,-7.690,5.188,-9.216
0.026,1.033,0.035,-8.911,4.333,-7.263
0.024,1.022,0.016,-10.376,4.639,-5.676
0.022,1.006,-0.011,-11.719,5.493,-4.944
0.025,0.990,-0.037,-11.902,6.836,-4.883
0.021,0.971,-0.060,-11.353,8.728,-5.066

-1.655,1.231,-0.148,-16.174,-42.908,47.607
-1.751,1.370,-0.293,-22.400,-60.303,54.932
-1.833,1.515,-0.463,-25.574,-85.327,67.566
-1.887,1.682,-0.630,-24.353,-108.582,77.454
-1.884,1.873,-0.731,-18.250,-125.549,78.308
-1.740,2.075,-0.737,-8.484,-137.939,68.848
-1.453,2.292,-0.630,5.066,-145.935,52.917
-1.022,2.549,-0.419,20.142,-149.963,35.278
-0.476,2.795,-0.120,33.203,-149.170,19.043
0.116,2.935,0.323,42.480,-142.395,7.812
0.673,3.120,0.816,37.903,-135.803,3.845
1.157,3.230,1.188,13.733,-132.935,10.559
1.537,3.217,1.313,-24.353,-138.733,24.231
1.859,3.066,1.310,-61.218,-142.517,33.936
2.131,2.844,1.301,-87.097,-133.423,35.278
2.373,2.589,1.246,-105.408,-117.493,32.776
2.513,2.306,1.130,-119.873,-99.426,29.968
2.533,2.048,0.999,-129.028,-78.735,26.794
2.439,1.812,0.935,-134.216,-59.631,23.010
2.288,1.558,0.912,-140.015,-42.908,19.287
2.112,1.306,0.950,-150.208,-24.658,14.465
1.869,1.056,0.898,-166.138,-1.587,8.667
1.653,0.767,0.679,-183.472,19.287,2.075
1.486,0.577,0.449,-189.819,32.959,-4.761
1.291,0.380,0.324,-183.167,50.049,-13.672
1.125,0.185,0.305,-169.434,66.223,-24.597
0.972,0.036,0.332,-155.090,75.562,-33.447
0.934,-0.122,0.318,-144.653,84.778,-42.725
0.901,-0.302,0.301,-133.728,97.107,-45.349
0.795,-0.435,0.352,-120.667,102.112,-41.748
0.575,-0.536,0.482,-107.727,105.164,-32.532
0.260,-0.612,0.589,-99.670,112.915,-22.339
-0.026,-0.712,0.561,-97.778,121.643,-18.311
-0.206,-0.829,0.455,-97.229,127.319,-20.447
-0.345,-0.949,0.386,-91.187,134.888,-25.391
-0.363,-1.030,0.327,-81.360,143.860,-35.706
-0.342,-1.136,0.289,-68.665,153.381,-44.678
-0.335,-1.150,0.349,-55.115,160.828,-50.781
-0.430,-1.124,0.370,-44.312,167.175,-47.241
-0.598,-1.132,0.337,-38.513,167.419,-34.241
-0.755,-1.144,0.259,-33.142,159.729,-18.860
-0.865,-1.165,0.162,-24.475,155.823,-7.385
-0.998,-1.161,0.059,-11.353,154.541,-1.343
-1.123,-1.076,0.032,4.761,152.832,-0.793
-1.309,-0.931,0.028,21.118,155.090,-2.747
-1.473,-0.822,0.024,34.546,156.860,-6.592
-1.535,-0.700,0.020,45.288,152.466,-13.672
-1.571,-0.577,-0.025,52.979,146.240,-18.677
-1.692,-0.466,-0.117,60.059,135.559,-14.893
-1.839,-0.324,-0.191,68.604,115.234,-10.010
-2.006,-0.144,-0.279,76.111,98.022,-10.864
-2.164,0.018,-0.372,83.008,89.111,-17.944
-2.291,0.176,-0.453,91.064,78.613,-29.602
-2.353,0.368,-0.490,102.600,57.739,-40.161
-2.388,0.523,-0.492,114.136,32.104,-50.659
-2.391,0.659,-0.510,124.268,12.451,-58.105
-2.336,0.825,-0.475,136.292,-6.287,-64.453
-2.340,1.080,-0.456,145.203,-25.574,-68.115
-2.318,1.326,-0.446,146.912,-42.847,-72.632
-2.241,1.534,-0.432,146.912,-64.209,-77.393
-2.063,1.743,-0.397,147.461,-86.670,-80.444
-1.780,1.870,-0.359,146.484,-100.159,-90.698
-1.437,1.939,-0.225,149.475,-104.309,-104.919
-1.031,2.094,0.029,156.860,-110.962,-116.638
-0.536,2.307,0.315,157.837,-122.742,-121.826
-0.033,2.472,0.501,147.339,-132.141,-118.958
0.438,2.577,0.604,130.615,-138.916,-108.948
0.763,2.592,0.682,112.305,-144.104,-95.703
0.982,2.529,0.771,94.238,-142.212,-82.581
1.162,2.415,0.855,74.768,-131.897,-76.599
1.356,2.272,0.869,52.551,-116.638,-75.806
1.509,2.075,0.812,28.625,-100.769,-68.848
1.619,1.885,0.702,4.883,-89.600,-54.749
1.601,1.677,0.525,-16.724,-80.505,-35.950
1.491,1.477,0.333,-34.302,-71.289,-15.503
1.333,1.294,0.159,-45.715,-60.730,2.441
1.126,1.142,0.011,-51.697,-49.255,15.808
0.909,1.003,-0.109,-51.941,-35.461,22.095
0.727,0.901,-0.210,-47.729,-22.888,21.912
0.575,0.823,-0.261,-40.405,-12.817,19.226
0.433,0.767,-0.266,-32.593,-4.456,16.724
