aX,aY,aZ,gX,gY,gZ
0.466,0.222,-1.107,3.784,96.680,11.108
0.471,0.209,-1.096,6.226,90.576,10.132
0.501,0.202,-1.062,7.568,86.121,12.085
0.526,0.211,-1.012,4.517,79.102,15.869
0.552,0.232,-0.984,-2.625,72.632,19.958
0.581,0.258,-0.981,-12.024,65.247,22.400
0.606,0.302,-0.999,-18.982,57.190,22.583
0.618,0.328,-1.003,-21.423,48.096,19.775
0.615,0.321,-0.988,-19.653,39.246,14.954
0.594,0.301,-0.933,-15.930,30.640,9.460
0.555,0.285,-0.876,-12.634,25.024,3.967
0.531,0.259,-0.838,-10.742,21.545,0.549
0.525,0.237,-0.802,-8.179,19.714,0.000
0.504,0.219,-0.792,-6.042,20.508,0.244
0.512,0.216,-0.805,-5.188,21.973,0.793
0.522,0.206,-0.822,-4.272,21.118,1.770
0.537,0.200,-0.835,-2.197,20.020,2.625
0.557,0.197,-0.834,-0.977,18.433,2.563
0.583,0.194,-0.837,-0.427,15.198,2.380
0.614,0.189,-0.841,0.122,11.230,1.648
0.635,0.176,-0.839,1.343,6.592,1.343
0.646,0.162,-0.824,2.075,1.404,1.709
0.645,0.160,-0.792,0.488,-3.845,2.441
0.620,0.166,-0.748,-3.052,-8.301,3.235
0.594,0.185,-0.704,-6.958,-10.315,4.089
0.580,0.219,-0.677,-8.972,-9.888,5.554
0.582,0.250,-0.665,-8.606,-7.263,7.202
0.595,0.271,-0.672,-6.409,-3.540,7.629
0.607,0.276,-0.685,-2.563,-0.244,6.653
0.620,0.267,-0.704,1.587,1.892,4.883
0.632,0.253,-0.728,5.615,3.662,2.869
0.648,0.238,-0.753,7.935,3.967,1.160
0.670,0.228,-0.769,7.812,1.648,0.732
0.683,0.232,-0.781,4.456,-1.770,0.366
0.684,0.251,-0.778,-0.488,-5.798,-0.610
0.654,0.253,-0.775,-2.930,-9.766,-1.099
0.638,0.254,-0.744,-4.150,-11.719,-1.404
0.626,0.257,-0.720,-5.310,-13.184,-2.075
0.608,0.253,-0.707,-4.517,-11.536,-2.319
0.601,0.246,-0.694,-2.991,-10.010,-2.197
0.602,0.239,-0.681,-1.099,-5.615,-2.197
0.613,0.228,-0.685,0.366,-1.831,-2.014
0.625,0.220,-0.697,-0.427,-0.061,-1.526
0.636,0.214,-0.708,1.282,3.723,-0.610
0.646,0.217,-0.719,-0.183,4.028,-0.122
0.658,0.220,-0.730,-0.061,1.770,1.343
0.673,0.226,-0.739,1.953,4.456,1.404
0.678,0.230,-0.734,1.282,1.526,0.732
0.674,0.230,-0.726,1.953,-0.061,-0.122
0.656,0.224,-0.715,0.916,-3.418,-0.671
0.636,0.220,-0.706,1.770,-1.770,-0.671
0.615,0.219,-0.700,0.671,0.305,-0.793
0.601,0.221,-0.707,-0.916,-1.587,0.977
0.607,0.236,-0.722,0.488,3.052,2.197
0.619,0.251,-0.751,-0.366,5.310,1.160
0.638,0.245,-0.774,0.854,2.930,1.038
0.649,0.234,-0.767,3.357,4.028,0.061
0.645,0.216,-0.755,3.357,-0.244,0.366
0.639,0.209,-0.741,1.343,-0.916,0.610
0.634,0.211,-0.733,-1.465,-5.066,3.174
0.631,0.230,-0.736,-2.625,-2.441,4.456
0.632,0.259,-0.735,-5.554,-3.723,4.456
0.636,0.277,-0.739,-4.333,-5.432,3.845
0.640,0.275,-0.731,-0.244,-2.991,1.465
0.637,0.254,-0.717,3.723,-3.357,-0.427
0.642,0.233,-0.703,6.165,-0.916,-2.502
0.644,0.211,-0.697,6.104,-3.052,-2.502
0.649,0.196,-0.694,5.676,0.122,-2.319
0.652,0.189,-0.694,2.686,-1.404,-0.549
0.650,0.205,-0.703,-0.488,0.671,1.160
0.638,0.226,-0.717,-4.761,-1.587,2.991
0.631,0.245,-0.721,-5.249,-0.610,3.845
0.629,0.256,-0.725,-3.418,-0.488,4.578

-0.592,0.494,1.854,49.622,70.007,-22.522
-0.642,0.452,2.014,66.833,84.717,-28.564
-0.712,0.331,2.250,79.224,101.501,-33.203
-0.790,0.156,2.399,80.322,127.380,-33.875
-0.794,0.044,2.534,71.472,165.527,-28.137
-0.743,-0.015,2.552,53.467,209.167,-20.386
-0.694,0.003,2.503,34.851,247.437,-14.221
-0.578,0.031,2.416,22.156,278.992,-11.475
-0.512,0.082,2.297,17.273,302.673,-9.949
-0.408,0.125,2.138,19.165,320.984,-11.047
-0.356,0.078,1.966,24.719,334.839,-15.686
-0.366,-0.010,1.825,29.358,349.060,-15.991
-0.411,-0.065,1.701,31.250,370.422,-12.329
-0.419,-0.113,1.526,30.457,396.301,-5.737
-0.390,-0.155,1.330,27.954,421.265,2.258
-0.361,-0.155,1.121,22.888,440.735,10.803
-0.334,-0.189,0.888,16.907,453.186,19.653
-0.257,-0.184,0.613,9.399,458.740,30.396
-0.168,-0.137,0.386,-0.488,454.163,42.542
-0.174,-0.090,0.221,-15.442,438.293,50.415
-0.249,-0.025,0.085,-33.691,419.189,53.406
-0.310,0.059,-0.018,-49.622,404.663,53.711
-0.348,0.103,-0.139,-61.096,396.545,53.467
-0.373,0.182,-0.270,-66.101,392.090,52.917
-0.344,0.226,-0.319,-62.317,387.512,48.950
-0.299,0.295,-0.434,-51.697,377.136,42.175
-0.240,0.280,-0.515,-40.588,369.934,37.292
-0.151,0.261,-0.620,-30.823,362.122,33.447
-0.083,0.226,-0.673,-22.888,348.145,28.381
0.004,0.201,-0.712,-17.700,332.458,22.766
0.097,0.191,-0.746,-15.564,317.017,17.761
0.193,0.178,-0.776,-13.062,300.415,12.573
0.219,0.156,-0.799,-7.507,281.372,10.071
0.222,0.133,-0.801,-5.066,264.404,12.085
0.234,0.142,-0.788,-9.277,251.648,14.832
0.226,0.171,-0.772,-17.456,240.479,15.564
0.274,0.190,-0.762,-23.682,233.398,15.564
0.317,0.240,-0.789,-24.475,227.722,14.526
0.354,0.268,-0.889,-19.470,223.999,12.512
0.411,0.248,-0.971,-6.042,219.238,9.216
0.452,0.179,-1.072,11.169,212.341,6.042
0.501,0.147,-1.153,23.621,201.782,2.869
0.539,0.103,-1.224,26.550,186.279,-1.221
0.507,0.054,-1.275,23.254,164.856,-2.502
0.494,-0.029,-1.308,15.869,141.846,2.258
0.448,-0.049,-1.305,8.179,123.535,7.385
0.396,-0.040,-1.285,-2.991,106.445,15.076
0.369,0.010,-1.275,-16.113,91.797,23.499
0.344,0.097,-1.279,-27.710,79.834,29.358
0.367,0.182,-1.282,-34.607,69.580,31.311
0.420,0.225,-1.280,-33.752,60.425,31.006
0.465,0.219,-1.245,-28.198,49.500,29.053
0.520,0.203,-1.189,-22.095,37.842,24.841
0.575,0.165,-1.114,-17.700,26.001,20.508
0.586,0.131,-1.019,-15.869,13.367,17.700
0.578,0.124,-0.915,-18.555,3.479,15.442
0.556,0.132,-0.826,-22.278,-2.014,14.038
0.527,0.158,-0.761,-22.034,-2.930,13.000
0.517,0.179,-0.703,-15.625,-0.305,12.634
0.534,0.189,-0.676,-5.920,5.127,11.780
0.559,0.178,-0.684,3.540,10.864,9.827
0.583,0.157,-0.705,10.925,15.747,8.240
0.608,0.139,-0.733,14.771,18.982,7.874
0.628,0.139,-0.778,13.855,18.860,8.362
0.651,0.155,-0.821,9.888,15.625,9.644
0.666,0.180,-0.863,4.761,9.705,10.742
0.662,0.213,-0.888,-1.160,1.160,10.681
0.639,0.238,-0.877,-5.920,-7.263,9.399
0.589,0.253,-0.827,-8.301,-15.076,7.507
0.556,0.279,-0.764,-8.728,-18.372,5.127
0.530,0.290,-0.703,-6.714,-17.578,2.502
0.536,0.285,-0.663,-2.197,-12.268,0.244
0.578,0.263,-0.643,3.235,-5.310,-1.221
0.628,0.227,-0.647,7.202,-0.061,-0.916
0.679,0.199,-0.667,7.812,3.723,0.366
0.715,0.191,-0.688,4.700,4.333,2.014
0.724,0.200,-0.707,-0.305,2.014,3.540
0.709,0.221,-0.728,-5.066,-0.549,3.662
0.682,0.237,-0.740,-7.202,-3.357,2.686
0.650,0.240,-0.734,-5.737,-5.188,0.977
0.621,0.226,-0.723,-2.930,-5.371,-1.282
0.613,0.206,-0.705,0.061,-3.296,-2.991
0.616,0.190,-0.696,2.319,-0.244,-4.211
0.630,0.178,-0.702,3.540,2.380,-4.456
0.641,0.168,-0.712,3.967,4.700,-3.662
0.640,0.158,-0.729,3.357,6.042,-2.319
0.636,0.153,-0.743,1.892,5.981,-0.488
0.634,0.154,-0.760,0.427,5.920,1.831
0.637,0.164,-0.784,-1.831,4.761,3.479
0.649,0.187,-0.805,-3.601,3.235,4.272
0.648,0.203,-0.817,-3.906,0.488,3.906
0.642,0.213,-0.816,-2.808,-2.258,2.380
0.636,0.214,-0.805,-1.648,-4.211,0.061
0.634,0.209,-0.780,-0.610,-6.042,-1.953
0.628,0.190,-0.753,1.282,-6.470,-2.625
0.628,0.175,-0.724,2.258,-5.920,-2.441
0.629,0.169,-0.711,1.770,-5.310,-1.587
0.630,0.171,-0.708,0.549,-3.906,-0.061
0.630,0.177,-0.708,-0.305,-2.502,1.892
0.632,0.187,-0.713,-0.854,-1.709,3.906
0.640,0.204,-0.724,-1.892,-0.793,5.432
0.648,0.223,-0.739,-2.686,-0.671,5.737
0.656,0.233,-0.745,-2.014,-0.977,5.249
0.657,0.233,-0.739,-0.183,-1.465,3.906
0.653,0.222,-0.732,1.282,-3.357,2.380
0.643,0.203,-0.713,1.953,-4.517,1.221
0.626,0.191,-0.692,1.282,-4.822,0.610
0.614,0.188,-0.688,-0.183,-4.028,0.854
0.612,0.194,-0.697,-0.916,-2.319,1.770
0.613,0.197,-0.720,-0.122,0.366,2.686
0.621,0.199,-0.742,1.404,2.075,2.991
0.636,0.201,-0.759,2.869,2.502,2.930
0.644,0.199,-0.772,3.235,1.526,2.625
0.657,0.200,-0.777,2.930,0.000,2.319
0.673,0.208,-0.773,2.014,-2.319,1.587
0.677,0.214,-0.768,0.366,-4.700,0.000
0.673,0.208,-0.755,-0.122,-7.141,-1.587
0.665,0.191,-0.730,0.366,-8.545,-2.319
0.647,0.177,-0.706,0.183,-9.033,-2.380

-0.601,0.061,2.110,37.964,138.184,-13.428
-0.635,0.079,2.214,40.405,166.199,-15.076
-0.630,0.070,2.317,48.645,196.533,-16.846
-0.626,0.055,2.317,59.509,225.037,-14.404
-0.562,-0.041,2.354,71.655,252.808,-12.451
-0.444,-0.156,2.315,76.721,279.602,-12.085
-0.339,-0.286,2.193,72.205,301.514,-9.644
-0.279,-0.431,2.066,62.256,320.740,-4.272
-0.266,-0.509,1.944,47.668,340.881,5.310
-0.261,-0.527,1.798,31.433,360.840,18.616
-0.202,-0.494,1.603,15.747,380.127,34.119
-0.135,-0.411,1.421,3.113,394.592,50.049
-0.109,-0.314,1.255,-3.967,400.879,65.491
-0.194,-0.230,1.108,-7.080,401.062,78.674
-0.241,-0.118,0.996,-9.644,405.212,86.548
-0.286,-0.043,0.938,-11.169,411.804,90.454
-0.262,0.004,0.818,-15.137,419.312,90.942
-0.243,0.050,0.670,-21.606,421.631,92.773
-0.262,0.117,0.523,-32.349,419.495,94.971
-0.363,0.174,0.395,-44.006,415.161,97.351
-0.429,0.212,0.204,-56.702,417.358,100.098
-0.423,0.239,-0.010,-68.237,424.805,104.614
-0.384,0.268,-0.205,-77.698,427.490,105.408
-0.354,0.274,-0.451,-86.304,418.579,101.685
-0.273,0.326,-0.597,-93.384,411.865,93.811
-0.234,0.436,-0.781,-96.191,395.935,80.811
-0.170,0.476,-0.911,-87.097,373.474,65.186
-0.154,0.467,-0.966,-65.918,349.609,49.744
-0.106,0.412,-1.009,-42.725,330.139,36.804
-0.081,0.313,-1.035,-21.973,310.059,26.428
-0.036,0.204,-1.074,-5.859,290.894,18.616
0.058,0.118,-1.105,4.700,273.682,14.038
0.100,0.023,-1.124,10.559,253.723,14.465
0.053,-0.034,-1.141,6.287,232.239,23.071
0.055,-0.010,-1.188,-9.766,213.257,34.241
0.102,0.078,-1.279,-30.640,195.190,42.175
0.163,0.173,-1.345,-46.753,175.964,46.570
0.219,0.240,-1.432,-54.260,156.860,48.157
0.273,0.283,-1.450,-51.331,136.475,46.631
0.345,0.329,-1.421,-42.358,119.202,40.588
0.380,0.360,-1.376,-30.029,102.051,29.541
0.420,0.379,-1.329,-15.320,87.036,13.733
0.469,0.342,-1.261,2.808,74.036,-0.732
0.504,0.258,-1.153,20.569,62.927,-9.766
0.542,0.174,-1.019,30.701,54.749,-13.794
0.569,0.131,-0.923,28.992,48.401,-14.221
0.595,0.126,-0.881,19.470,43.518,-11.780
0.618,0.142,-0.860,8.850,39.734,-7.202
0.634,0.164,-0.839,0.732,36.438,-2.808
0.647,0.180,-0.822,-3.845,33.936,-0.122
0.672,0.192,-0.805,-5.615,32.227,1.038
0.678,0.207,-0.801,-5.005,29.236,0.610
0.657,0.218,-0.817,-3.174,25.696,-1.526
0.621,0.223,-0.818,-0.427,22.156,-4.150
0.594,0.215,-0.814,2.625,20.142,-7.385
0.567,0.197,-0.806,5.432,18.921,-8.667
0.548,0.174,-0.794,7.324,18.982,-7.874
0.542,0.157,-0.784,7.080,19.287,-6.165
0.547,0.154,-0.786,5.249,18.738,-3.479
0.565,0.160,-0.791,3.906,18.066,0.305
0.569,0.161,-0.799,2.197,15.503,5.371
0.580,0.174,-0.807,-0.732,12.085,10.437
0.596,0.212,-0.810,-5.310,8.057,13.428
0.608,0.264,-0.822,-9.094,3.601,14.160
0.616,0.310,-0.811,-8.728,-0.427,12.634
0.626,0.332,-0.780,-4.883,-3.662,8.972
0.628,0.330,-0.738,0.793,-5.859,3.967
0.632,0.303,-0.703,5.249,-7.385,-0.610
0.634,0.268,-0.672,7.812,-7.324,-2.808
0.634,0.239,-0.648,7.446,-6.836,-3.296
0.623,0.223,-0.629,3.601,-6.042,-1.587
0.622,0.231,-0.638,-1.526,-3.723,1.648
0.631,0.252,-0.664,-5.554,-0.977,5.249
0.646,0.282,-0.691,-7.080,1.038,7.812
0.661,0.312,-0.710,-6.714,2.197,7.446
0.661,0.327,-0.730,-4.761,1.526,4.883
0.653,0.327,-0.734,-1.770,0.122,1.160
0.642,0.309,-0.728,2.136,-1.160,-2.625
0.640,0.280,-0.715,5.432,-1.892,-4.822
0.640,0.252,-0.698,6.470,-1.709,-5.676
0.642,0.231,-0.692,4.578,-1.099,-5.066
0.637,0.217,-0.707,1.343,-0.305,-3.296
0.629,0.218,-0.721,-1.282,0.610,-1.404
0.625,0.234,-0.735,-2.502,1.770,0.366
0.630,0.253,-0.749,-2.502,2.869,0.793
0.636,0.264,-0.765,-1.404,3.174,0.610
0.640,0.260,-0.771,0.854,3.052,0.000
0.638,0.247,-0.768,2.563,1.953,-1.038
0.639,0.231,-0.765,2.991,0.610,-2.075
0.641,0.214,-0.758,2.747,-0.671,-2.258
0.646,0.207,-0.751,1.892,-1.770,-1.465
0.651,0.212,-0.739,0.061,-3.052,0.244
0.647,0.230,-0.739,-1.648,-4.333,1.221
0.639,0.246,-0.740,-2.869,-5.493,1.465
0.623,0.256,-0.733,-2.747,-6.104,1.282
0.609,0.262,-0.719,-2.014,-6.348,0.977
0.611,0.264,-0.704,-1.099,-5.920,0.427
0.622,0.262,-0.699,0.000,-4.639,0.366
0.637,0.253,-0.701,1.465,-3.723,0.793
0.651,0.246,-0.696,3.052,-2.747,1.343
0.656,0.249,-0.695,3.052,-2.991,1.465
0.651,0.253,-0.703,1.648,-3.479,1.038
0.649,0.255,-0.695,0.732,-4.028,0.854
0.643,0.253,-0.682,0.610,-3.967,1.343
0.646,0.247,-0.680,0.305,-3.540,2.197
0.655,0.243,-0.683,-0.671,-2.747,2.930
0.664,0.241,-0.692,-1.404,-1.953,3.052
0.659,0.248,-0.697,-2.136,-2.136,2.991
0.653,0.257,-0.703,-2.380,-2.075,2.625
0.646,0.269,-0.705,-2.075,-2.197,1.831
0.641,0.274,-0.710,-1.221,-1.770,1.038
0.642,0.269,-0.718,0.427,-1.709,-0.061
0.645,0.255,-0.721,2.441,-1.282,-1.038
0.651,0.236,-0.719,3.418,-1.160,-1.648
0.656,0.218,-0.716,3.113,-1.526,-1.221
0.655,0.213,-0.712,2.075,-1.648,-0.061
0.646,0.222,-0.710,0.793,-2.075,1.526
0.639,0.239,-0.711,-0.305,-1.831,2.258
0.639,0.253,-0.716,-0.305,-1.404,2.319

-0.436,0.285,1.924,33.081,68.298,-9.949
-0.465,0.197,2.065,42.114,79.712,-14.587
-0.502,0.124,2.197,44.800,90.454,-20.630
-0.536,0.063,2.329,42.725,103.149,-26.001
-0.574,-0.013,2.462,39.490,122.620,-27.771
-0.573,-0.032,2.482,34.668,152.222,-24.902
-0.597,-0.018,2.456,37.720,181.885,-18.127
-0.580,-0.017,2.403,46.570,211.975,-9.827
-0.574,0.000,2.305,53.284,240.173,-3.662
-0.576,0.018,2.231,52.917,264.404,-3.052
-0.583,-0.006,2.103,44.495,288.696,-5.310
-0.543,-0.015,1.916,34.424,313.599,-4.944
-0.469,-0.004,1.726,27.527,334.778,-2.686
-0.444,-0.047,1.570,23.254,348.145,-1.343
-0.469,-0.126,1.410,16.724,359.863,0.610
-0.463,-0.158,1.207,8.423,375.366,5.310
-0.471,-0.169,0.979,2.075,392.700,14.282
-0.493,-0.154,0.755,-2.258,408.630,26.978
-0.496,-0.145,0.575,-9.583,423.706,39.490
-0.491,-0.113,0.388,-22.949,434.570,46.143
-0.470,-0.048,0.149,-37.781,437.866,48.889
-0.407,0.036,-0.050,-47.485,435.059,50.232
-0.343,0.082,-0.170,-50.537,425.293,49.744
-0.318,0.137,-0.284,-49.866,412.170,49.438
-0.333,0.174,-0.333,-47.913,399.536,49.927
-0.301,0.201,-0.348,-47.180,390.137,47.302
-0.252,0.213,-0.396,-48.218,382.812,43.762
-0.186,0.192,-0.437,-47.180,374.756,41.077
-0.143,0.231,-0.534,-44.739,362.366,36.926
-0.054,0.251,-0.551,-41.504,354.980,32.104
0.035,0.256,-0.562,-32.837,343.506,24.719
0.038,0.246,-0.556,-20.752,329.773,17.029
0.083,0.221,-0.581,-7.812,322.205,10.010
0.109,0.163,-0.607,7.202,316.040,5.371
0.178,0.110,-0.674,20.447,311.584,3.479
0.269,0.089,-0.737,28.870,306.091,5.859
0.363,0.072,-0.801,31.555,296.631,10.315
0.378,0.050,-0.849,28.137,280.029,16.235
0.366,0.057,-0.893,14.648,262.329,23.010
0.360,0.087,-0.953,-1.770,247.131,30.579
0.359,0.172,-1.039,-14.954,232.910,36.743
0.352,0.258,-1.098,-21.118,219.299,39.368
0.368,0.301,-1.173,-17.761,207.520,37.964
0.336,0.308,-1.263,-9.094,195.068,32.715
0.328,0.309,-1.344,-0.366,181.641,24.719
0.346,0.286,-1.416,6.348,167.480,16.602
0.344,0.235,-1.476,10.437,150.085,10.559
0.320,0.164,-1.508,11.902,129.883,7.690
0.288,0.111,-1.496,8.667,109.680,9.644
0.266,0.102,-1.453,0.549,92.651,13.794
0.271,0.152,-1.419,-9.216,78.064,17.029
0.289,0.213,-1.392,-15.869,65.125,18.616
0.336,0.259,-1.341,-15.198,52.979,18.250
0.409,0.283,-1.269,-9.338,42.603,14.343
0.475,0.268,-1.193,-2.014,31.555,7.507
0.516,0.229,-1.104,3.906,20.325,-0.549
0.542,0.172,-1.010,7.629,10.254,-7.141
0.567,0.120,-0.915,9.583,2.502,-11.230
0.578,0.078,-0.826,10.498,-2.136,-11.963
0.569,0.054,-0.755,9.399,-4.395,-10.681
0.571,0.050,-0.707,6.836,-3.784,-7.385
0.567,0.055,-0.682,4.272,-1.404,-2.380
0.549,0.079,-0.680,2.197,2.258,2.686
0.553,0.118,-0.711,0.061,6.775,7.019
0.564,0.162,-0.749,-1.465,10.254,10.498
0.571,0.197,-0.778,-1.648,11.780,12.573
0.569,0.225,-0.807,-1.343,11.230,12.756
0.557,0.240,-0.833,-0.305,9.583,11.292
0.543,0.241,-0.849,1.892,7.324,9.705
0.531,0.237,-0.849,3.357,5.249,8.301
0.526,0.236,-0.851,3.235,2.991,7.141
0.517,0.244,-0.854,1.831,0.854,6.470
0.521,0.255,-0.856,1.099,-0.977,6.409
0.536,0.271,-0.836,0.916,-2.686,6.470
0.547,0.285,-0.814,0.061,-4.700,5.920
0.560,0.292,-0.792,-0.916,-6.775,4.761
0.581,0.300,-0.770,-1.160,-8.179,3.174
0.592,0.292,-0.758,-0.732,-9.216,1.038
0.600,0.273,-0.743,0.854,-9.644,-0.854
0.616,0.256,-0.721,1.953,-9.216,-2.014
0.627,0.245,-0.708,1.343,-8.972,-2.930
0.618,0.236,-0.704,0.000,-8.362,-3.967
0.600,0.230,-0.696,-0.610,-7.263,-4.089
0.583,0.221,-0.693,-0.183,-4.883,-3.296
0.579,0.212,-0.711,0.610,-1.709,-2.197
0.597,0.209,-0.735,0.610,1.465,-1.038
0.613,0.217,-0.764,-0.244,2.930,0.061
0.620,0.228,-0.793,-1.343,3.174,0.488
0.620,0.226,-0.813,-2.136,2.319,0.366
0.608,0.218,-0.811,-2.441,0.305,0.366
0.588,0.209,-0.801,-3.418,-1.221,0.488
0.576,0.205,-0.794,-4.761,-1.892,0.854
0.570,0.212,-0.792,-5.432,-1.282,1.465
0.569,0.220,-0.803,-4.517,-0.732,1.587
0.586,0.224,-0.808,-1.892,-0.244,1.099
0.599,0.222,-0.802,1.282,-0.122,-0.061
0.608,0.209,-0.792,3.662,-0.854,-1.282
0.610,0.199,-0.787,4.578,-1.831,-1.892
0.607,0.197,-0.779,3.601,-3.052,-1.526
0.600,0.199,-0.780,1.709,-4.150,-0.244
0.597,0.211,-0.781,0.061,-5.005,1.221
0.586,0.221,-0.781,-0.671,-5.554,2.319
0.582,0.232,-0.779,-0.732,-5.920,2.563
0.577,0.239,-0.771,-0.366,-5.981,2.075
0.571,0.240,-0.766,-0.305,-5.859,0.732
0.570,0.235,-0.760,0.061,-5.371,0.000
0.581,0.229,-0.753,0.488,-4.822,-0.061
0.598,0.223,-0.745,0.549,-4.639,0.366
0.607,0.215,-0.737,-0.061,-4.761,0.793
0.609,0.213,-0.734,-1.038,-4.456,0.916
0.604,0.220,-0.727,-1.770,-4.456,1.465
0.594,0.226,-0.726,-1.953,-3.845,1.404
0.584,0.228,-0.726,-1.160,-2.625,1.648
0.588,0.231,-0.731,0.122,-0.732,1.770
0.599,0.231,-0.753,1.221,0.671,1.526
0.614,0.226,-0.776,1.953,1.221,0.366
0.620,0.213,-0.787,2.869,0.671,-1.099
0.617,0.201,-0.781,2.869,-0.610,-2.075
0.604,0.193,-0.771,2.136,-1.953,-2.197

-0.949,0.550,2.654,91.370,23.132,-7.812
-1.049,0.442,3.106,89.966,69.214,-14.465
-1.238,0.416,3.504,82.092,121.460,-17.456
-1.157,0.373,3.635,71.289,179.687,-22.339
-1.085,0.225,3.587,61.768,229.919,-27.161
-1.050,0.093,3.475,51.086,267.151,-31.311
-1.006,-0.030,3.324,36.438,309.265,-32.410
-0.999,-0.084,3.118,19.043,355.042,-28.992
-1.052,-0.070,2.818,2.258,401.978,-20.264
-1.107,-0.049,2.498,-11.841,447.144,-11.780
-1.126,-0.026,2.119,-23.682,484.985,-7.996
-1.097,-0.031,1.693,-32.837,510.864,-7.080
-1.041,-0.029,1.260,-39.063,524.414,-5.310
-0.967,-0.019,0.897,-41.016,530.212,-2.991
-0.935,-0.043,0.613,-41.504,529.541,0.183
-0.909,-0.066,0.357,-46.936,523.376,4.272
-0.888,-0.069,0.119,-59.631,512.512,7.141
-0.859,-0.098,-0.012,-76.721,499.817,6.836
-0.866,-0.094,-0.125,-91.125,488.953,5.432
-0.864,-0.041,-0.266,-97.778,479.187,6.714
-0.868,0.016,-0.397,-97.656,470.459,9.399
-0.837,0.058,-0.520,-95.276,462.769,9.277
-0.811,0.099,-0.649,-90.454,451.904,5.127
-0.813,0.079,-0.812,-84.106,438.049,-0.671
-0.731,0.054,-0.957,-76.355,424.072,-6.958
-0.660,-0.001,-1.122,-66.345,403.442,-12.207
-0.554,-0.011,-1.262,-58.044,383.301,-17.517
-0.416,-0.044,-1.375,-46.082,366.760,-19.165
-0.302,-0.092,-1.474,-29.297,342.896,-19.287
-0.215,-0.133,-1.521,-14.954,316.284,-17.700
-0.110,-0.137,-1.577,-7.690,291.931,-15.259
-0.004,-0.101,-1.613,-3.235,265.503,-12.207
0.071,-0.039,-1.599,2.869,239.014,-11.536
0.137,0.006,-1.590,11.292,214.233,-12.390
0.178,0.043,-1.541,23.499,192.322,-14.221
0.231,0.098,-1.475,36.804,173.767,-17.090
0.304,0.122,-1.416,49.683,161.011,-21.301
0.372,0.102,-1.369,61.462,149.231,-24.963
0.406,0.061,-1.316,67.505,135.254,-24.292
0.441,0.044,-1.246,62.439,122.192,-21.179
0.472,0.043,-1.203,49.072,110.352,-16.602
0.480,0.052,-1.177,34.973,98.267,-8.789
0.469,0.073,-1.138,22.461,88.013,-0.977
0.476,0.123,-1.107,11.902,80.872,3.723
0.451,0.147,-1.094,7.751,75.073,4.883
0.427,0.166,-1.089,9.888,71.594,3.723
0.440,0.151,-1.116,16.174,70.251,0.427
0.466,0.118,-1.143,22.583,66.711,-3.601
0.483,0.072,-1.155,26.794,59.143,-5.371
0.503,0.040,-1.147,26.672,49.255,-4.211
0.527,0.041,-1.113,21.240,37.781,-2.014
0.547,0.066,-1.078,11.841,25.208,0.549
0.559,0.116,-1.031,2.563,12.634,2.869
0.557,0.164,-0.960,-4.028,1.770,4.517
0.542,0.195,-0.892,-7.324,-6.226,4.822
0.519,0.202,-0.818,-6.287,-11.780,5.066
0.521,0.211,-0.741,-3.540,-13.123,4.700
0.538,0.224,-0.683,-1.099,-11.108,3.601
0.552,0.238,-0.641,1.099,-7.935,2.319
0.561,0.246,-0.619,3.540,-3.967,0.732
0.558,0.242,-0.619,6.470,0.244,-0.122
0.557,0.231,-0.636,9.399,4.944,0.183
0.558,0.216,-0.667,10.986,8.972,1.038
0.556,0.209,-0.713,11.292,11.841,2.014
0.571,0.212,-0.767,10.559,12.756,3.052
0.599,0.228,-0.805,9.583,12.085,3.113
0.617,0.244,-0.831,8.362,9.216,2.014
0.618,0.253,-0.842,6.470,4.822,0.244
0.610,0.256,-0.832,4.578,0.549,-1.526
0.603,0.262,-0.812,3.235,-2.563,-3.052
0.594,0.255,-0.786,2.808,-4.333,-4.639
0.580,0.240,-0.764,2.563,-5.066,-5.188
0.564,0.224,-0.749,1.953,-4.517,-4.639
0.559,0.214,-0.752,0.732,-2.686,-3.540
0.568,0.207,-0.768,-0.244,-0.183,-2.319
0.586,0.207,-0.794,-0.671,2.197,-1.404
0.604,0.207,-0.819,-0.488,3.052,-0.793
0.615,0.203,-0.831,0.488,2.014,-0.854
0.629,0.198,-0.832,1.099,0.610,-1.648
0.632,0.190,-0.820,1.770,-1.160,-2.258
0.632,0.183,-0.800,1.770,-3.113,-2.808
0.621,0.176,-0.782,0.488,-5.005,-3.479
0.603,0.170,-0.767,-0.671,-5.859,-3.662
0.588,0.172,-0.744,-1.465,-5.798,-2.991
0.573,0.179,-0.733,-2.197,-4.333,-2.136
0.559,0.183,-0.736,-2.930,-2.075,-0.549
0.552,0.189,-0.750,-2.991,1.038,1.526
0.557,0.197,-0.767,-2.197,4.211,3.601
0.572,0.205,-0.786,-1.282,6.409,5.066
0.589,0.214,-0.806,-0.610,6.897,5.310
0.603,0.225,-0.818,0.183,5.859,4.456
0.606,0.235,-0.821,0.549,3.479,2.686
0.593,0.235,-0.816,0.610,0.488,0.427
0.574,0.225,-0.807,1.160,-1.831,-1.526
0.558,0.210,-0.792,1.648,-3.052,-2.075
0.548,0.202,-0.777,1.099,-3.357,-1.831
0.545,0.198,-0.771,-0.366,-2.869,-1.099
0.548,0.196,-0.775,-1.160,-2.014,0.061
0.559,0.193,-0.781,-0.732,-0.610,1.648
